case_name,seed,face_x_idx,face_x_coord,Q_face_mean,Q_face_median,Qp_face_mean,Qp_face_median,Q_borehole_mean,Qp_borehole_mean,Q_ratio,Q_difference,Q_log_ratio,Qp_ratio,Qp_difference,face_joints_count,face_rqd_practical,face_rqd_mean,face_rqd_min_dir,RQD_borehole_direct,RQD_borehole_hudson,lambda_borehole,borehole_n_intersections_total,RQD_face_scanline,lambda_face_scanline,RQD_face_scanline_hudson,face_scanline_n_intersections,Jv_face,Jv_method,RQD_face_jv,RQD_face_conservative,RQD_diff_bh_direct_minus_face_scanline,RQD_diff_bh_hudson_minus_face_scanline,RQD_diff_bh_direct_minus_face_jv,RQD_diff_bh_hudson_minus_face_jv,RQD_absdiff_bh_direct_face_scanline,RQD_absdiff_bh_hudson_face_scanline,RQD_absdiff_bh_direct_face_jv,RQD_absdiff_bh_hudson_face_jv,face_joint_count,bh_union_fracture_count,common_union_fracture_count,missed_union_fracture_count,miss_ratio_union,detection_ratio_union,face_area,window_length,face_fracture_density,bh_fracture_frequency_mean,bh_union_fracture_frequency,common_fracture_density,missed_fracture_density,face_orientation_bias,bh_union_orientation_bias,orientation_bias_gap,Q_match_strict,Q_match_normal,Q_match_loose,Qp_match_strict,Qp_match_normal,Qp_match_loose,face_RQD_mean,face_RQD_median,face_RQD_std,face_RQD_min,face_RQD_max,face_RQD_n_points,face_Jn_mean,face_Jn_median,face_Jn_std,face_Jn_min,face_Jn_max,face_Jn_n_points,face_Jr_mean,face_Jr_median,face_Jr_std,face_Jr_min,face_Jr_max,face_Jr_n_points,face_Ja_mean,face_Ja_median,face_Ja_std,face_Ja_min,face_Ja_max,face_Ja_n_points,face_Jw_mean,face_Jw_median,face_Jw_std,face_Jw_min,face_Jw_max,face_Jw_n_points,face_SRF_mean,face_SRF_median,face_SRF_std,face_SRF_min,face_SRF_max,face_SRF_n_points,face_Q_mean,face_Q_median,face_Q_std,face_Q_min,face_Q_max,face_Q_n_points,face_Qprime_mean,face_Qprime_median,face_Qprime_std,face_Qprime_min,face_Qprime_max,face_Qprime_n_points,case_path,case_name_meta,quality_regime,density_regime,orientation_regime,anisotropy_regime
granite_dense_unfavorable,42,10,10.5,10.22752096167769,9.634464400687033,11.45604664347435,11.456046643474348,10.125605621293957,12.315894301933996,0.990035186359861,-0.10191534038373362,-0.00434937007884284,1.0750562288387187,0.8598476584596462,401,94.40707486162225,94.40707486162225,94.40707486162225,100.0,99.79947827883811,0.42857142857142855,3,94.40707486162225,3.6,94.88398034566023,36,5.0,P32_derived_Jv_proxy,98.5,94.40707486162225,5.592925138377751,5.39240341721586,1.5,1.2994782788381087,5.592925138377751,5.39240341721586,1.5,1.2994782788381087,401,3,1,400,0.9975062344139651,0.0024937655860349127,78.53981633974483,7.0,5.105690574388002,0.42857142857142855,0.42857142857142855,0.012732395447351627,5.092958178940651,0.8860187722874285,0.80163746188685,0.0843813104005785,1,1,1,1,1,1,94.40707486162225,94.40707486162225,0.0,94.40707486162225,94.40707486162225,81,4.0,4.0,0.0,4.0,4.0,81,1.2051695067858776,1.2051695067858776,0.2903247298267035,0.5,1.9139834034507714,81,2.482892471306598,2.482892471306598,0.4982490647750485,1.0072893929047855,3.8826024157027725,81,0.8201517560809011,0.8226067003048976,0.08698822438873212,0.5751736541013271,1.0,81,0.9877160372876669,0.937196033969026,0.2563878424717291,0.5,1.5404515273190675,81,10.22752096167769,9.634464400687033,3.1336934609970895,5.728357327344306,20.13893563527752,81,11.45604664347435,11.456046643474348,1.7763568394002505e-15,11.456046643474348,11.456046643474348,81,cases/granite_rqd_p32_05.yaml,granite_dense_unfavorable,medium_to_poor,dense,unfavorable,high
granite_dense_unfavorable,42,20,20.5,10.160440309325244,9.023140668947574,10.74913136865253,10.749131368652531,9.097452940328614,11.473714609643526,0.8953797929385973,-1.0629873689966303,-0.047992711063014726,1.0674085389917258,0.7245832409909969,384,93.07947909581392,93.07947909581392,93.07947909581392,98.6260775873819,99.86631885255873,0.2857142857142857,2,93.07947909581392,3.8,94.3728744713051,38,5.0,P32_derived_Jv_proxy,98.5,93.07947909581392,5.546598491567977,6.786839756744811,0.1260775873819,1.3663188525587344,5.546598491567977,6.786839756744811,0.1260775873819,1.3663188525587344,384,2,0,384,1.0,0.0,78.53981633974483,7.0,4.8892398517830244,0.2857142857142857,0.2857142857142857,0.0,4.8892398517830244,0.8878949062687826,0.6959440751550362,0.19195083111374645,1,1,1,1,1,1,93.07947909581392,93.07947909581392,0.0,93.07947909581392,93.07947909581392,81,4.0,4.0,0.0,4.0,4.0,81,1.185431197633999,1.185431197633999,0.2865345125446923,0.5,2.0930596611188146,81,2.5662380195082495,2.5662380195082495,0.4795024242646745,1.243223166793815,4.265506233246922,81,0.7988857674090312,0.8117037190935028,0.1011720173796645,0.5561134050219071,1.0,81,0.9683511330949067,0.9370708560021371,0.3338856479833927,0.5,1.7820738996420622,81,10.160440309325244,9.023140668947574,4.092849953775818,3.3543704599735213,20.28145995109226,81,10.74913136865253,10.749131368652531,1.7763568394002505e-15,10.749131368652531,10.749131368652531,81,cases/granite_rqd_p32_05.yaml,granite_dense_unfavorable,medium_to_poor,dense,unfavorable,high
granite_dense_unfavorable,42,30,30.5,10.626740554561405,9.781468362797048,11.641458590930027,11.641458590930025,8.19338785850846,12.0,0.7710160812189533,-2.4333526960529444,-0.11293656369765515,1.0307986672176386,0.3585414090699732,373,96.88382819549005,96.88382819549005,96.88382819549005,100.0,100.0,0.0,0,96.88382819549005,3.4,95.37722325018969,34,5.0,P32_derived_Jv_proxy,98.5,96.88382819549005,3.1161718045099462,3.1161718045099462,1.5,1.5,3.1161718045099462,3.1161718045099462,1.5,1.5,373,0,0,373,1.0,0.0,78.53981633974483,7.0,4.749183501862157,0.0,0.0,0.0,4.749183501862157,0.891280593507702,0.0,0.891280593507702,0,1,1,1,1,1,96.88382819549005,96.88382819549005,0.0,96.88382819549005,96.88382819549005,81,4.0,4.0,0.0,4.0,4.0,81,1.1952116026611341,1.1952116026611341,0.2976101164137772,0.5,2.127767486769036,81,2.486730392609393,2.486730392609393,0.513274199818621,0.9587183692240706,3.912474888279246,81,0.816729700761937,0.8169461992309159,0.10196021735524873,0.5895180825587304,1.0,81,0.9919010136788373,0.9891668958302567,0.2864226965439688,0.5,1.61392226941115,81,10.626740554561405,9.781468362797048,4.035119565053863,5.249948665501404,23.28291718186005,81,11.641458590930027,11.641458590930025,1.7763568394002505e-15,11.641458590930025,11.641458590930025,81,cases/granite_rqd_p32_05.yaml,granite_dense_unfavorable,medium_to_poor,dense,unfavorable,high
granite_dense_unfavorable,42,40,40.5,10.207014978420485,8.990535902940815,11.510023829410345,11.510023829410345,8.016034660538127,11.869050999463616,0.7853456350838619,-2.1909803178823584,-0.10493916570918849,1.0311925653130176,0.35902717005327034,381,95.78175533224092,95.78175533224092,95.78175533224092,100.0,99.7994782788381,0.42857142857142855,3,95.78175533224092,3.6,94.88398034566023,36,5.0,P32_derived_Jv_proxy,98.5,95.78175533224092,4.21824466775908,4.017722946597175,1.5,1.2994782788380945,4.21824466775908,4.017722946597175,1.5,1.2994782788380945,381,3,1,380,0.9973753280839895,0.0026246719160104987,78.53981633974483,7.0,4.8510426654409695,0.42857142857142855,0.42857142857142855,0.012732395447351627,4.8383102699936185,0.8823275502042143,0.879261973474078,0.003065576730136299,0,1,1,1,1,1,95.78175533224092,95.78175533224092,0.0,95.78175533224092,95.78175533224092,81,4.0,4.0,0.0,4.0,4.0,81,1.209259442406342,1.209259442406342,0.30170682838067087,0.5,2.045549183997585,81,2.5157417952039984,2.5157417952039984,0.49681881532883404,1.1072779602157548,3.7615902429329813,81,0.8088580029684762,0.8175530873818213,0.10236351368127025,0.48155747117540476,1.0,81,1.0322188789139688,1.0323750046841407,0.34401701731664414,0.5,1.805972829573357,81,10.207014978420485,8.990535902940815,3.9574687821202645,3.781225680346535,19.644548272779094,81,11.510023829410345,11.510023829410345,0.0,11.510023829410345,11.510023829410345,81,cases/granite_rqd_p32_05.yaml,granite_dense_unfavorable,medium_to_poor,dense,unfavorable,high
granite_dense_unfavorable,42,50,50.5,9.25571563403433,8.957220175777124,10.938378081179495,10.938378081179497,9.339919169058211,11.190233903554883,1.0090974634866974,0.08420353502388167,0.003933114512708391,1.0230249695618705,0.25185582237538817,380,92.10479682762124,92.10479682762124,92.10479682762124,100.0,99.86631885255873,0.2857142857142857,2,92.10479682762124,4.3,93.02280054543427,43,5.0,P32_derived_Jv_proxy,98.5,92.10479682762124,7.895203172378757,7.761522024937491,1.5,1.3663188525587344,7.895203172378757,7.761522024937491,1.5,1.3663188525587344,380,2,0,380,1.0,0.0,78.53981633974483,7.0,4.8383102699936185,0.2857142857142857,0.2857142857142857,0.0,4.8383102699936185,0.8791133753335871,0.7588146825198931,0.12029869281369399,1,1,1,1,1,1,92.10479682762124,92.10479682762124,0.0,92.10479682762124,92.10479682762124,81,4.0,4.0,0.0,4.0,4.0,81,1.2057940828368658,1.2057940828368658,0.3015180825400802,0.5,2.188055837318099,81,2.5382972272353053,2.5382972272353053,0.5157047795074425,1.1300692756947368,3.980734196700366,81,0.8010348943050668,0.7939093010243582,0.0932893302588083,0.5774831267793727,1.0,81,1.013400031369108,0.9698562651631139,0.2544613799087148,0.5,1.6531659862467738,81,9.25571563403433,8.957220175777124,2.8124834988051823,4.444869695767391,19.182131811755347,81,10.938378081179495,10.938378081179497,1.7763568394002505e-15,10.938378081179497,10.938378081179497,81,cases/granite_rqd_p32_05.yaml,granite_dense_unfavorable,medium_to_poor,dense,unfavorable,high
granite_dense_unfavorable,42,60,60.5,9.04189504619748,9.04189504619748,11.302368807746847,11.30236880774685,15.841296972185589,13.940117825943014,1.7519885921311993,6.799401925988109,0.2435312739835459,1.233380193396999,2.6377490181961676,277,92.89867392693819,92.89867392693819,92.89867392693819,99.49787562931321,99.68807732263703,0.6666666666666666,2,92.89867392693819,4.0,93.8448064449895,40,5.0,P32_derived_Jv_proxy,98.5,92.89867392693819,6.5992017023750265,6.789403395698841,0.9978756293132136,1.188077322637028,6.5992017023750265,6.789403395698841,0.9978756293132136,1.188077322637028,277,2,0,277,1.0,0.0,78.53981633974483,3.0,3.5268735389164005,0.6666666666666666,0.6666666666666666,0.0,3.5268735389164005,0.895768129606648,0.7135318294972901,0.18223630010935787,0,0,1,1,1,1,92.89867392693819,92.89867392693819,0.0,92.89867392693819,92.89867392693819,81,4.0,4.0,0.0,4.0,4.0,81,1.2143488372632634,1.2143488372632634,0.3027959501141362,0.5,2.144041090039133,81,2.495304271728273,2.495304271728273,0.5136494157416214,1.1850778688778176,3.820392260131584,81,0.8,0.8,1.1102230246251565e-16,0.8,0.8,81,1.0,1.0,0.0,1.0,1.0,81,9.04189504619748,9.04189504619748,0.0,9.04189504619748,9.04189504619748,81,11.302368807746847,11.30236880774685,3.552713678800501e-15,11.30236880774685,11.30236880774685,81,cases/granite_rqd_p32_05.yaml,granite_dense_unfavorable,medium_to_poor,dense,unfavorable,high
granite_dense_unfavorable,42,70,70.5,9.6,9.600000000000001,12.0,12.0,0.0,0.0,0.0,-9.6,-10.982271233039569,0.0,-12.0,0,100.0,100.0,100.0,0.0,0.0,0.0,0,100.0,0.0,100.0,0,5.0,P32_derived_Jv_proxy,98.5,98.5,-100.0,-100.0,-98.5,-98.5,100.0,100.0,98.5,98.5,0,0,0,0,0.0,0.0,78.53981633974483,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,100.0,100.0,0.0,100.0,100.0,81,4.0,4.0,0.0,4.0,4.0,81,1.2,1.2,0.0,1.2,1.2,81,2.5,2.5,0.0,2.5,2.5,81,0.8,0.8,1.1102230246251565e-16,0.8,0.8,81,1.0,1.0,0.0,1.0,1.0,81,9.6,9.600000000000001,1.7763568394002505e-15,9.600000000000001,9.600000000000001,81,12.0,12.0,0.0,12.0,12.0,81,cases/granite_rqd_p32_05.yaml,granite_dense_unfavorable,medium_to_poor,dense,unfavorable,high
granite_dense_unfavorable,42,80,80.5,9.6,9.600000000000001,12.0,12.0,0.0,0.0,0.0,-9.6,-10.982271233039569,0.0,-12.0,0,100.0,100.0,100.0,0.0,0.0,0.0,0,100.0,0.0,100.0,0,5.0,P32_derived_Jv_proxy,98.5,98.5,-100.0,-100.0,-98.5,-98.5,100.0,100.0,98.5,98.5,0,0,0,0,0.0,0.0,78.53981633974483,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,100.0,100.0,0.0,100.0,100.0,81,4.0,4.0,0.0,4.0,4.0,81,1.2,1.2,0.0,1.2,1.2,81,2.5,2.5,0.0,2.5,2.5,81,0.8,0.8,1.1102230246251565e-16,0.8,0.8,81,1.0,1.0,0.0,1.0,1.0,81,9.6,9.600000000000001,1.7763568394002505e-15,9.600000000000001,9.600000000000001,81,12.0,12.0,0.0,12.0,12.0,81,cases/granite_rqd_p32_05.yaml,granite_dense_unfavorable,medium_to_poor,dense,unfavorable,high
granite_dense_unfavorable,43,10,10.5,9.300656141712329,8.406707320793007,10.566174730123096,10.566174730123098,10.409765794685082,11.851222700789707,1.1192506889915572,1.1091096529727533,0.048927370399810766,1.121619034654336,1.2850479706666107,427,89.06908875407709,89.06908875407709,89.06908875407709,100.0,99.7496700527654,0.2857142857142857,2,89.06908875407709,5.3,90.05656036078834,53,5.0,P32_derived_Jv_proxy,98.5,89.06908875407709,10.930911245922914,10.68058129868831,1.5,1.2496700527653957,10.930911245922914,10.68058129868831,1.5,1.2496700527653957,427,2,2,425,0.9953161592505855,0.00468384074941452,78.53981633974483,7.0,5.436732856019145,0.2857142857142857,0.2857142857142857,0.025464790894703253,5.411268065124442,0.8875279887922993,0.9702564562519462,-0.0827284674596469,1,1,1,1,1,1,89.06908875407709,89.06908875407709,0.0,89.06908875407709,89.06908875407709,81,4.0,4.0,0.0,4.0,4.0,81,1.1910518031006496,1.1910518031006496,0.30006553525167273,0.5,1.924646865952968,81,2.5100355963884238,2.5100355963884238,0.4987034624495328,0.75,3.999276438198266,81,0.8005996334473018,0.8083399756866172,0.09094354034905701,0.6028684794019811,1.0,81,1.0111272453389775,1.0189493802142906,0.3091718189269834,0.5,1.9021458853895916,81,9.300656141712329,8.406707320793007,3.4855805277157668,4.329352440636401,19.50060106868227,81,10.566174730123096,10.566174730123098,1.7763568394002505e-15,10.566174730123098,10.566174730123098,81,cases/granite_rqd_p32_05.yaml,granite_dense_unfavorable,medium_to_poor,dense,unfavorable,high
granite_dense_unfavorable,43,20,20.5,9.541926174605013,8.990577920475069,10.848832193592628,10.848832193592628,9.720786473858654,11.203245081085004,1.018744674396,0.17886029925364078,0.008065351430020296,1.0326682984092697,0.3544128874923764,402,90.06911770719513,90.06911770719513,90.06911770719513,97.82276826506813,99.61598890532413,0.5714285714285714,4,90.06911770719513,4.6,92.16741224401119,46,5.0,P32_derived_Jv_proxy,98.5,90.06911770719513,7.7536505578730015,9.546871198128997,-0.6772317349318655,1.11598890532413,7.7536505578730015,9.546871198128997,0.6772317349318655,1.11598890532413,402,4,1,401,0.9975124378109452,0.0024875621890547263,78.53981633974483,7.0,5.118422969835354,0.5714285714285714,0.5714285714285714,0.012732395447351627,5.105690574388002,0.8925944639486686,0.8001390536372148,0.09245541031145377,1,1,1,1,1,1,90.06911770719513,90.06911770719513,0.0,90.06911770719513,90.06911770719513,81,4.0,4.0,0.0,4.0,4.0,81,1.2130976823756767,1.2130976823756767,0.2958328547194927,0.5,2.087467072958311,81,2.517843303188694,2.517843303188694,0.5179405250406641,1.03927109453574,4.131224313959436,81,0.7905888054956041,0.7786183429896067,0.11006730644197166,0.5534061106231943,1.0,81,0.9738748458334907,1.00575159650972,0.2531224140316706,0.5,1.5940754817332985,81,9.541926174605013,8.990577920475069,3.2916181191685703,5.324467805754324,21.697664387185256,81,10.848832193592628,10.848832193592628,0.0,10.848832193592628,10.848832193592628,81,cases/granite_rqd_p32_05.yaml,granite_dense_unfavorable,medium_to_poor,dense,unfavorable,high
