Scenario,Corr,Bias,RMSE,RQD dependency
granite_dense_p32_05,0.3231830525831204,0.0244933588260261,0.09521026558660964,Normal
granite_dense_p32_05,0.5312289138891515,-0.023893761699517846,0.07590626180405016,Normal
granite_dense_p32_05,0.18947287097094975,-0.13522618032760414,0.1413238867581117,Normal
granite_dense_p32_05,0.9057535387007966,-0.016823113430698793,0.019062688703390316,Normal
granite_dense_p32_05,0.24218496102402992,-0.06863645432224585,0.0697028682147042,Normal
granite_dense_p32_05,-0.07526214450022344,-0.003773324744518488,0.030194318221447324,Normal
granite_dense_p32_05,-0.6877775996361735,0.017535593509829767,0.07979914810994253,Normal
granite_dense_p32_05,0.8789080136660176,-0.017147014445312896,0.04584038061009484,Normal
granite_dense_p32_05,-0.25006512400392616,-0.031099898214835497,0.05561208445701791,Normal
granite_dense_p32_05,0.9439055351240232,-0.0379574379247238,0.04201507422777226,Normal
granite_dense_p32_05,-0.8912331915528634,0.009308200969546801,0.056366223103720435,Normal
granite_dense_p32_05,0.6952811878788009,0.0494745841338459,0.06393259756988671,Normal
granite_dense_p32_05,-0.9999655459063204,-0.004718265420155261,0.07098443394062,Normal
granite_dense_p32_05,0.13527614046574413,-0.036890543712786585,0.039246057256881794,Normal
granite_dense_p32_05,-0.9999630088652318,0.014622011623498632,0.04936946564240723,Normal
granite_dense_p32_05,0.7005840582072664,0.018446261690951277,0.02724296599164254,Normal
granite_dense_p32_05,0.779539596463122,-0.048676333393612735,0.11446676270986791,Normal
granite_dense_p32_05,0.680627971562262,-0.0535971764213146,0.0649445859101447,Normal
granite_dense_p32_05,0.8761181875819817,-0.0509173648708795,0.07695988559080948,Normal
granite_dense_p32_05,-0.9864667961692267,-0.09672312072547544,0.13541624372463773,Normal
