case_name,predictor,target,n,pred_mean,target_mean,bias,mae,rmse,median_abs_error,corr,overestimation_rate,underestimation_rate,equal_rate
granite_dense_unfavorable,RQD_borehole_direct,RQD_face_scanline,72,73.9662788121388,81.34071415909696,-7.374435346958165,42.625564653041835,55.87721852563104,28.201929948506262,-0.5613776551763084,0.75,0.25,0.0
granite_dense_unfavorable,RQD_borehole_hudson,RQD_face_scanline,72,74.22005081131172,81.34071415909696,-7.1206633477852375,42.87933665221477,56.012255947664215,28.59112248321287,-0.5639587657293739,0.75,0.25,0.0
granite_dense_unfavorable,RQD_borehole_direct,RQD_face_jv,72,73.9662788121388,76.5,-2.5337211878612056,35.7715722154278,47.180172444547416,31.814762763629247,0.016602645951684102,0.7222222222222222,0.2777777777777778,0.0
granite_dense_unfavorable,RQD_borehole_hudson,RQD_face_jv,72,74.22005081131172,76.5,-2.279949188688281,35.97005081131172,47.33130194444071,32.38194706191475,0.014436856810075118,0.75,0.25,0.0
granite_dense_unfavorable,RQD_borehole_direct,RQD_face_conservative,72,73.9662788121388,74.14845498420449,-0.1821761720656999,38.0678238279343,47.91513803644389,36.8520876165363,-0.0533015531269794,0.75,0.25,0.0
granite_dense_unfavorable,RQD_borehole_hudson,RQD_face_conservative,72,74.22005081131172,74.14845498420449,0.07159582710722469,38.321595827107224,48.076572227516856,37.419271914821806,-0.05536735292647115,0.75,0.25,0.0
