case_name,seed,n_faces,Q_ratio_mean,Q_ratio_std,Q_ratio_median,Q_log_ratio_mean,Q_log_ratio_std,Q_correlation,Q_match_strict,Q_match_normal,Q_match_loose,Qp_ratio_mean,Qp_ratio_std,Qp_ratio_median,Qp_correlation,Qp_match_strict,Qp_match_normal,Qp_match_loose,Q_log_RMSE,diagnostic_face_rqd_mean,diagnostic_face_rqd_min_dir,diagnostic_bh_rqd_mean,diagnostic_face_rqd_scanline_mean,diagnostic_face_rqd_jv_mean,diagnostic_face_rqd_conservative_mean,diagnostic_bh_rqd_direct_mean,diagnostic_bh_rqd_hudson_mean,diagnostic_lambda_borehole_mean,diagnostic_lambda_face_scanline_mean,diagnostic_face_joints_mean,diagnostic_miss_ratio_union_mean,diagnostic_miss_ratio_union_std,diagnostic_detection_ratio_union_mean,diagnostic_detection_ratio_union_std,diagnostic_face_fracture_density_mean,diagnostic_face_fracture_density_std,diagnostic_bh_fracture_frequency_mean,diagnostic_bh_fracture_frequency_std,diagnostic_bh_union_fracture_frequency_mean,diagnostic_bh_union_fracture_frequency_std,diagnostic_face_orientation_bias_mean,diagnostic_face_orientation_bias_std,diagnostic_bh_union_orientation_bias_mean,diagnostic_bh_union_orientation_bias_std,diagnostic_orientation_bias_gap_mean,diagnostic_orientation_bias_gap_std
granite_sparse_unfavorable,42,8,1.0041771078227293,0.0914760717734315,1.0239689923215618,-2.1864837551122118e-05,0.040055236207443,0.031726575529536095,100.0,100.0,100.0,0.9939518405725324,0.05138483841939099,0.9892028887887212,0.09947133074560882,100.0,100.0,100.0,0.040055242175090815,99.80533123070205,99.80533123070205,99.93173792556024,99.80533123070205,100.0,99.80533123070205,99.93173792556024,99.97493478485475,0.05357142857142857,0.2875,19.125,0.9886133603238867,0.02003786583699836,0.01138663967611336,0.02003786583699835,0.24350706293059984,0.045212331061162556,0.05357142857142857,0.06916041689656101,0.05357142857142857,0.06916041689656101,0.9088420327355919,0.009504606777053098,0.31645832178720745,0.4102079309739502,0.5923837109483844,0.41263498106972185
granite_sparse_unfavorable,43,8,1.0111761065935387,0.16237041102046362,1.0191992910729941,-0.0014290419020475398,0.07599797447638475,-0.17225638293346343,75.0,100.0,100.0,1.032058073868824,0.05679789574391605,1.0305975598519495,nan,100.0,100.0,100.0,0.07601140891518215,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.2875,19.25,1.0,0.0,0.0,0.0,0.24509861236151884,0.044903135241122334,0.0,0.0,0.0,0.0,0.9011630450068322,0.02250587052246244,0.0,0.0,0.9011630450068322,0.02250587052246244
granite_sparse_unfavorable,44,8,1.1462724911569429,0.19892095044947994,1.0968825299765483,0.05338010869879009,0.06993465093639271,-0.5787201497891379,75.0,87.5,100.0,1.0262779010620813,0.0773696212348325,1.0313133274218524,-0.45079453463487795,100.0,100.0,100.0,0.08797892592143725,99.93497898689972,99.93497898689972,100.0,99.93497898689972,100.0,99.93497898689972,100.0,99.99164492828493,0.017857142857142856,0.2,21.0,1.0,0.0,0.0,0.0,0.26738030439438415,0.042705752605030615,0.017857142857142856,0.04724555912615341,0.017857142857142856,0.04724555912615341,0.902713840729999,0.017120051651119468,0.1185072259947447,0.3135406485462235,0.7842066147352544,0.3206028764244863
granite_sparse_unfavorable,45,8,1.0302959610278895,0.10380910550664138,1.0430920904181202,0.010764961234885378,0.04365211664849467,0.7272908609522765,100.0,100.0,100.0,0.9903678323380816,0.07472113162442265,1.0031860964095325,0.13830693160396546,100.0,100.0,100.0,0.04495988966047816,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.97493478485475,0.05357142857142857,0.15000000000000002,17.0,1.0,0.0,0.0,0.0,0.21645072260497766,0.03601265264628424,0.05357142857142857,0.06916041689656101,0.05357142857142857,0.06916041689656101,0.8959478509800427,0.016980825475628354,0.3171209393832697,0.4103437463404222,0.578826911596773,0.4147535881155468
granite_sparse_unfavorable,46,8,1.0138417709410268,0.08533684110602227,1.0148181760195698,0.004443894630060258,0.03633908589627044,0.3314228514628441,100.0,100.0,100.0,0.9803112796194776,0.06800332051257381,1.0015308182519749,nan,100.0,100.0,100.0,0.03660979873284746,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.22499999999999998,18.25,1.0,0.0,0.0,0.0,0.2323662169141672,0.05162118876772874,0.0,0.0,0.0,0.0,0.9027377931188515,0.01902571200829074,0.0,0.0,0.9027377931188515,0.01902571200829074
granite_sparse_unfavorable,47,8,0.977530927618097,0.09244813342298823,1.0165125417999636,-0.011909928084180024,0.04262427967011693,0.44163306005880226,100.0,100.0,100.0,0.988153709683872,0.05409751828066084,0.9877774598858378,0.3839312183688567,100.0,100.0,100.0,0.04425692719074251,99.91163504165033,99.91163504165033,100.0,99.91163504165033,100.0,99.91163504165033,100.0,99.98328985656984,0.03571428571428571,0.25,19.5,0.9886363636363636,0.019682395540555408,0.011363636363636364,0.01968239554055542,0.24828171122335668,0.03872406897404506,0.03571428571428571,0.06185895741317418,0.03571428571428571,0.06185895741317418,0.913888957242194,0.013778115908206587,0.19655425421710937,0.34338029026660966,0.7173347030250845,0.34087179797477707
granite_sparse_unfavorable,48,8,0.9135316336346804,0.10412595844572947,0.8952574591690285,-0.0420334236613055,0.04867732880787486,0.49465785847967286,87.5,100.0,100.0,0.9828245835308855,0.08572647092346636,0.9897422518180673,0.051550937602244044,100.0,100.0,100.0,0.06431400348727141,99.71790903342381,99.71790903342381,99.89325595971879,99.71790903342381,100.0,99.71790903342381,99.89325595971879,99.95822464142461,0.08928571428571427,0.38749999999999996,20.875,0.9751737700228833,0.02558309674306831,0.024826229977116705,0.0255830967430683,0.2657887549634652,0.03569473188444477,0.08928571428571427,0.09942436362196468,0.08928571428571427,0.09942436362196468,0.9074332862248575,0.01569539517424913,0.4381992474833618,0.43836590860446023,0.4692340387414957,0.4426708781229511
granite_sparse_unfavorable,49,8,1.0774523880730116,0.14211675762876366,1.0424648996209829,0.028687782991264205,0.05652716559593828,-0.22440312269619228,75.0,100.0,100.0,1.0178014587665207,0.05517954118002382,1.0054452733770192,nan,100.0,100.0,100.0,0.06339013600919702,99.87925789724565,99.87925789724565,100.0,99.87925789724565,100.0,99.87925789724565,100.0,100.0,0.0,0.225,20.75,1.0,0.0,0.0,0.0,0.2641972055325463,0.04210843993477923,0.0,0.0,0.0,0.0,0.895813618380907,0.012815279023080037,0.0,0.0,0.895813618380907,0.012815279023080037
granite_sparse_unfavorable,50,8,0.9813616257026855,0.18069512618986025,0.937456299240103,-0.015490293999182073,0.07963066955727965,-0.30572805566594435,75.0,100.0,100.0,0.96629905068534,0.06214767236737631,0.9611498922067673,-0.373460517705028,100.0,100.0,100.0,0.08112331811706028,99.98824115009327,99.98824115009327,100.0,99.98824115009327,100.0,99.98824115009327,100.0,99.99164492828493,0.017857142857142856,0.1875,21.0,1.0,0.0,0.0,0.0,0.26738030439438415,0.03053121172684614,0.017857142857142856,0.04724555912615341,0.017857142857142856,0.04724555912615341,0.9072304853588808,0.018123319665211895,0.11137123806877453,0.2946605991353468,0.7958592472901064,0.30659888791973966
granite_sparse_unfavorable,51,8,1.179291348025266,0.24432069492160843,1.1499298858074858,0.061824159376915225,0.09360037634155484,0.37840344400052994,50.0,87.5,100.0,1.0186972369340053,0.05750653468631234,1.0132596769854905,nan,100.0,100.0,100.0,0.11217511815880968,99.98666381492528,99.98666381492528,100.0,99.98666381492528,100.0,99.98666381492528,100.0,100.0,0.0,0.1875,18.875,1.0,0.0,0.0,0.0,0.24032396406876194,0.06186604652060215,0.0,0.0,0.0,0.0,0.9015984545020203,0.013677224207846008,0.0,0.0,0.9015984545020203,0.013677224207846008
