case_name,seed,n_faces,Q_ratio_mean,Q_ratio_std,Q_ratio_median,Q_log_ratio_mean,Q_log_ratio_std,Q_correlation,Q_match_strict,Q_match_normal,Q_match_loose,Qp_ratio_mean,Qp_ratio_std,Qp_ratio_median,Qp_correlation,Qp_match_strict,Qp_match_normal,Qp_match_loose,Q_log_RMSE,diagnostic_face_rqd_mean,diagnostic_face_rqd_min_dir,diagnostic_bh_rqd_mean,diagnostic_face_rqd_scanline_mean,diagnostic_face_rqd_jv_mean,diagnostic_face_rqd_conservative_mean,diagnostic_bh_rqd_direct_mean,diagnostic_bh_rqd_hudson_mean,diagnostic_lambda_borehole_mean,diagnostic_lambda_face_scanline_mean,diagnostic_face_joints_mean,diagnostic_miss_ratio_union_mean,diagnostic_miss_ratio_union_std,diagnostic_detection_ratio_union_mean,diagnostic_detection_ratio_union_std,diagnostic_face_fracture_density_mean,diagnostic_face_fracture_density_std,diagnostic_bh_fracture_frequency_mean,diagnostic_bh_fracture_frequency_std,diagnostic_bh_union_fracture_frequency_mean,diagnostic_bh_union_fracture_frequency_std,diagnostic_face_orientation_bias_mean,diagnostic_face_orientation_bias_std,diagnostic_bh_union_orientation_bias_mean,diagnostic_bh_union_orientation_bias_std,diagnostic_orientation_bias_gap_mean,diagnostic_orientation_bias_gap_std,case_path,case_name_meta,quality_regime,density_regime,orientation_regime,anisotropy_regime
granite_medium,42,8,1.001751000357963,0.09384261270449545,0.9962702439881215,-0.0012065410513593389,0.04167939018117493,-0.12892334703154504,100.0,100.0,100.0,1.0065010267645331,0.09555932923238812,1.007402631473438,0.11720616973124408,100.0,100.0,100.0,0.04169685008706577,99.77098603677454,99.77098603677454,99.25567501359788,99.77098603677454,100.0,99.77098603677454,99.25567501359788,99.45065321448608,0.75,0.6875,92.75,0.9825102640106078,0.0069461200942497825,0.01748973598939227,0.006946120094249779,1.1809296777418634,0.14387466009735558,0.75,0.24484480715718018,0.75,0.24484480715718018,0.4289734714331803,0.025981052512633423,0.25008878151370595,0.07491661400537906,0.17888468991947434,0.07848182021330032,cases/granite_medium.yaml,granite_medium,medium,medium,mixed,moderate
granite_medium,43,8,1.0595267705043905,0.25230701199422007,0.9798366595447825,0.013263541065735712,0.10091105881378902,0.24541366247493787,62.5,87.5,100.0,1.077239485334609,0.13157127683372719,1.0329304444936587,0.5820334376065381,87.5,100.0,100.0,0.1017789924911936,99.75051633789414,99.75051633789414,99.2660255967446,99.75051633789414,100.0,99.75051633789414,99.2660255967446,99.52869967300066,0.5892857142857143,0.6000000000000001,90.0,0.9874097077935824,0.011539666274656883,0.012590292206417688,0.01153966627465688,1.1459155902616462,0.06944701823242867,0.5892857142857143,0.30670650066638694,0.5892857142857143,0.30670650066638694,0.4446004350605772,0.033659367201230805,0.26289862878817477,0.10528074182478175,0.1817018062724024,0.11172117616750683,cases/granite_medium.yaml,granite_medium,medium,medium,mixed,moderate
granite_medium,44,8,1.07871565853725,0.10675059168243174,1.0525275817491422,0.030800441833832515,0.04268195867165307,0.4759079629613433,100.0,100.0,100.0,0.9829548580114997,0.0995461047198278,0.9495807402026026,0.22701569578738043,100.0,100.0,100.0,0.05263474910368625,99.89393417269076,99.89393417269076,99.38998108490381,99.89393417269076,100.0,99.89393417269076,99.38998108490381,99.57296737502452,0.6071428571428571,0.6124999999999999,87.375,0.9853095980418434,0.010060731038721304,0.01469040195815662,0.010060731038721292,1.1124930522123484,0.07847161866473176,0.6071428571428571,0.15567496226930977,0.6071428571428571,0.15567496226930977,0.4385462754337792,0.02587489836641812,0.28301572860391744,0.11625633051640683,0.15553054682986178,0.1105838330574349,cases/granite_medium.yaml,granite_medium,medium,medium,mixed,moderate
granite_medium,45,8,1.0861842836437658,0.15317435694055181,1.0454801751557286,0.03169609625657527,0.0601058955306635,0.25848637608078817,75.0,100.0,100.0,1.0412238285433737,0.09813545990799769,1.0421264010143068,-0.43042128837271015,100.0,100.0,100.0,0.0679511677268987,99.58297808153866,99.58297808153866,99.64427928329204,99.58297808153866,100.0,99.58297808153866,99.64427928329204,99.7043583769009,0.4821428571428571,0.575,86.5,0.9895967304300638,0.00946586860892653,0.010403269569936237,0.009465868608926526,1.1013522061959158,0.08728890542276155,0.4821428571428571,0.30251918475173956,0.4821428571428571,0.30251918475173956,0.4264518242814405,0.02027939629659021,0.31022954939765707,0.13766631334295748,0.11622227488378346,0.14403366676763832,cases/granite_medium.yaml,granite_medium,medium,medium,mixed,moderate
granite_medium,46,8,1.030647468915268,0.06458618624135076,1.0332649500155981,0.012234790978667281,0.02776182626710031,0.3256001397010267,100.0,100.0,100.0,1.0011115397060486,0.046396965354571953,0.9987374985923099,0.21656795626562808,100.0,100.0,100.0,0.03033824497192181,99.98802800326116,99.98802800326116,99.46577740308322,99.98802800326116,100.0,99.98802800326116,99.46577740308322,99.7119916789931,0.4285714285714286,0.4625,84.375,0.9924397064860426,0.008917643722899564,0.0075602935139573064,0.008917643722899583,1.0742958658702935,0.09484085658537958,0.4285714285714286,0.28571428571428575,0.4285714285714286,0.28571428571428575,0.4344870996289346,0.023790826573171563,0.3075159351504237,0.13847700857250805,0.12697116447851092,0.12696091928152603,cases/granite_medium.yaml,granite_medium,medium,medium,mixed,moderate
granite_medium,47,8,1.0354466426803381,0.1595980277884162,1.0100960582093825,0.009951849080666875,0.06715034669731555,0.14633394642719882,75.0,100.0,100.0,1.0241814926732158,0.08210840602759051,0.995961888268842,0.2514471814774203,100.0,100.0,100.0,0.0678837857053807,99.94259716435909,99.94259716435909,99.4067112245977,99.94259716435909,100.0,99.94259716435909,99.4067112245977,99.48069828616619,0.6607142857142856,0.525,97.25,0.9816364825067936,0.010252407759418136,0.018363517493206458,0.010252407759418138,1.2382254572549456,0.14471727146015162,0.6607142857142856,0.15871775745206407,0.6607142857142856,0.15871775745206407,0.42872492452852695,0.03132396987309852,0.2919975518104458,0.027656941434692918,0.1367273727180811,0.05281702073896617,cases/granite_medium.yaml,granite_medium,medium,medium,mixed,moderate
granite_medium,48,8,0.9114444618744872,0.13846492780226963,0.896590149623655,-0.045304460608226765,0.06625577614876169,0.4601358406898152,75.0,100.0,100.0,0.9779266093417145,0.06971173733764817,0.9530846150283595,0.37512333128685915,100.0,100.0,100.0,0.08026407679701542,99.87341962510551,99.87341962510551,99.09289666295844,99.87341962510551,100.0,99.87341962510551,99.09289666295844,99.6071094315077,0.5714285714285714,0.6375,91.375,0.9864825906851769,0.014951970545099499,0.013517409314823106,0.01495197054509951,1.1634226340017548,0.09135826455519816,0.5714285714285714,0.2672612419124244,0.5714285714285714,0.2672612419124244,0.4272179835963633,0.03854484463209139,0.32638251952921365,0.07796775055957988,0.1008354640671496,0.08775464816293349,cases/granite_medium.yaml,granite_medium,medium,medium,mixed,moderate
granite_medium,49,8,1.093905824769756,0.1616921556745627,1.0511173724412446,0.034268859012498015,0.06384789019215852,0.06515532661018773,62.5,100.0,100.0,1.0446187686738364,0.09663220666091156,1.0135720009742395,-0.04060532164568366,100.0,100.0,100.0,0.07246314773737338,99.78823110577963,99.78823110577963,99.45271623257801,99.78823110577963,100.0,99.78823110577963,99.45271623257801,99.65635699006643,0.5535714285714286,0.55,92.125,0.9834724718003688,0.008152836904821928,0.016527528199631165,0.00815283690482193,1.1729719305872686,0.14269907106396607,0.5535714285714286,0.33071891388307384,0.5535714285714286,0.33071891388307384,0.423016111789863,0.025888212137069738,0.32604343452354045,0.13813559201944664,0.09697267726632258,0.13730210929125228,cases/granite_medium.yaml,granite_medium,medium,medium,mixed,moderate
granite_medium,50,8,1.0797821884005678,0.12437848098205252,1.033774639713331,0.03055721626006025,0.048694544303175887,0.326595509592923,75.0,100.0,100.0,1.0886298864701547,0.09937066491754351,1.0711814101910977,0.05351845331337017,87.5,100.0,100.0,0.0574882780265512,99.88255986679796,99.88255986679796,99.43220663698337,99.88255986679796,100.0,99.88255986679796,99.43220663698337,99.68355124866764,0.4642857142857143,0.675,84.5,0.9877495811494181,0.013750351009417338,0.01225041885058178,0.013750351009417341,1.0758874153012126,0.12684559102469123,0.4642857142857143,0.34809979802889157,0.4642857142857143,0.34809979802889157,0.44899640020143217,0.03579537771137856,0.2700798167257368,0.15453320120420191,0.17891658347569545,0.1562810239150951,cases/granite_medium.yaml,granite_medium,medium,medium,mixed,moderate
granite_medium,51,8,1.178441416676912,0.2920510698307148,1.110686662586017,0.05745691086015972,0.11088056754387185,0.35100911199755636,50.0,75.0,100.0,1.00963289432035,0.0713148844944625,1.0054119298040913,0.06266973138701208,100.0,100.0,100.0,0.12488313282602846,99.54009654721592,99.54009654721592,98.80456644254402,99.54009654721592,100.0,99.54009654721592,98.80456644254402,99.45225785584071,0.6964285714285714,0.6375000000000001,90.75,0.9793374486953603,0.009546818663714627,0.020662551304639634,0.009546818663714634,1.1554648868471602,0.10533123757383649,0.6964285714285714,0.28959419178976525,0.6964285714285714,0.28959419178976525,0.441056808444355,0.031382989484790284,0.269989264790443,0.07168868452389301,0.17106754365391202,0.08735452604958766,cases/granite_medium.yaml,granite_medium,medium,medium,mixed,moderate
granite_sparse,42,8,1.0158523570301394,0.10831604478299253,0.9674110211612024,0.004490219039665566,0.04450658130502688,0.3333571126224865,100.0,100.0,100.0,1.0048177801398022,0.04515798503842932,1.0075428445438352,0.007545012969376563,100.0,100.0,100.0,0.04473251442167256,99.95687189147343,99.95687189147343,99.90103166454317,99.95687189147343,100.0,99.95687189147343,99.90103166454317,99.91022325459014,0.1607142857142857,0.1375,14.5,0.9544774159663865,0.05147350728892448,0.04552258403361345,0.05147350728892447,0.1846197339865986,0.025464790894703253,0.1607142857142857,0.11151782139997139,0.1607142857142857,0.11151782139997139,0.3557301372609163,0.07706074700250666,0.2426037099467374,0.20315271174028504,0.1131264273141789,0.2411063123252729,cases/granite_sparse.yaml,granite_sparse,good_to_medium,sparse,mixed,moderate
granite_sparse,43,8,0.9792179145048427,0.24931754963619718,0.9242738361929173,-0.021844636669903467,0.10285527410180628,-0.34638281808850785,62.5,87.5,100.0,0.9852919257125646,0.13006317147101346,0.9584691969798969,-0.41027839333562566,87.5,100.0,100.0,0.10514939639293129,100.0,100.0,99.99553050235647,100.0,100.0,100.0,99.99553050235647,99.86222186775564,0.23214285714285712,0.125,17.125,0.9355782085561497,0.08923299109071096,0.06442179144385027,0.08923299109071096,0.2180422720358966,0.05602163567159934,0.23214285714285712,0.17404989901444579,0.23214285714285712,0.17404989901444579,0.3984392990193461,0.04788749367332113,0.1985589701366025,0.12744469193632516,0.1998803288827436,0.16694523643347256,cases/granite_sparse.yaml,granite_sparse,good_to_medium,sparse,mixed,moderate
granite_sparse,44,8,1.1384495777499182,0.22499029459426959,1.060844267345408,0.0492954805932429,0.07451546230644597,0.06531738967830625,87.5,87.5,100.0,1.0339850171141325,0.13207680360320884,0.9957741245033838,0.011969150704759898,87.5,100.0,100.0,0.08934538896698674,100.0,100.0,99.8999497621866,100.0,100.0,100.0,99.8999497621866,99.94151449799445,0.125,0.1625,17.375,0.9799548277809147,0.027027865834878474,0.020045172219085264,0.027027865834878487,0.22122537089773453,0.05285765449712524,0.125,0.11151782139997139,0.125,0.11151782139997139,0.38221360930770454,0.03229952218879711,0.13351247435266936,0.15866938293438887,0.2487011349550352,0.17629393149995135,cases/granite_sparse.yaml,granite_sparse,good_to_medium,sparse,mixed,moderate
granite_sparse,45,8,1.0735919991815814,0.1847635996045834,1.0779351778927695,0.024528969985581073,0.07388515821517862,0.23178122564924203,75.0,100.0,100.0,1.0167417654531055,0.059433109818603086,1.027347135275161,0.6507437647897458,100.0,100.0,100.0,0.07785041408390526,99.99623855501207,99.99623855501207,99.7549046459785,99.99623855501207,100.0,99.99623855501207,99.7549046459785,99.91644928284921,0.17857142857142855,0.15,18.625,0.9817362700228833,0.023695810835775367,0.018263729977116706,0.023695810835775353,0.23714086520692404,0.03762929100317557,0.17857142857142855,0.17127969726116854,0.17857142857142855,0.17127969726116854,0.38783059422421506,0.05566726198404061,0.2327146449756904,0.1884306192619924,0.15511594924852462,0.19153608913625764,cases/granite_sparse.yaml,granite_sparse,good_to_medium,sparse,mixed,moderate
granite_sparse,46,8,1.016928188764033,0.09347107022638472,0.997313231241455,0.005531195492629343,0.03870728378891284,0.14655532047097927,100.0,100.0,100.0,0.9831362699592163,0.09102684268039195,0.9971331151436944,-0.32206349733444906,100.0,100.0,100.0,0.039100485187438756,99.87783078616052,99.87783078616052,99.63845730018392,99.87783078616052,100.0,99.87783078616052,99.63845730018392,99.87057693947072,0.21428571428571425,0.17500000000000002,18.375,0.966701440301521,0.04735658534472257,0.03329855969847893,0.047356585344722556,0.23395776634508614,0.0365363735815119,0.21428571428571425,0.1749635530559413,0.21428571428571425,0.1749635530559413,0.40027684679391573,0.05014568310309691,0.2640556013955452,0.21764657878910587,0.13622124539837055,0.20906790449014423,cases/granite_sparse.yaml,granite_sparse,good_to_medium,sparse,mixed,moderate
granite_sparse,47,8,0.9552005185292853,0.13247893163806473,0.979238708893647,-0.024235882082944804,0.0618967208444903,0.027701344850905984,87.5,100.0,100.0,0.9545288928567754,0.06339439693017863,0.9408276628095119,-0.2196417916592982,100.0,100.0,100.0,0.06647241556946133,99.9334797403116,99.9334797403116,99.66131256992117,99.9334797403116,100.0,99.9334797403116,99.66131256992117,99.93315942627936,0.14285714285714285,0.175,18.375,0.9808531746031746,0.024802182532539876,0.019146825396825398,0.024802182532539855,0.23395776634508614,0.044534954471726604,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.389844349820884,0.05278942308520437,0.23430256836805716,0.2067561871906956,0.15554178145282682,0.19570162729360532,cases/granite_sparse.yaml,granite_sparse,good_to_medium,sparse,mixed,moderate
granite_sparse,48,8,0.9801820882094001,0.16134075464496309,0.9863114471748177,-0.014856524881552646,0.07406075260059995,-0.02939640238587758,87.5,100.0,100.0,1.032392312375061,0.0884211944278717,1.0431772441353493,0.13818919863340995,100.0,100.0,100.0,0.07553615960136884,100.0,100.0,99.69118277698685,100.0,100.0,100.0,99.69118277698685,99.92693339802028,0.125,0.15000000000000002,18.625,0.977796052631579,0.04250141302441629,0.022203947368421052,0.04250141302441629,0.23714086520692407,0.052472880285729794,0.125,0.08563984863058427,0.125,0.08563984863058427,0.38715766077112684,0.042289224524257145,0.224018424375871,0.2759342577113179,0.16313923639525588,0.27773398193900695,cases/granite_sparse.yaml,granite_sparse,good_to_medium,sparse,mixed,moderate
granite_sparse,49,8,1.0864883721920853,0.11266388831952112,1.0700309481163015,0.03370417427897926,0.044828184310890376,0.4285055590315135,87.5,100.0,100.0,1.032140881745221,0.08629455983649624,1.0328857312818238,0.3621641880119212,100.0,100.0,100.0,0.0560850913562505,100.0,100.0,99.88261783458668,100.0,100.0,100.0,99.88261783458668,99.94151449799445,0.12499999999999999,0.11249999999999999,17.25,0.9844924812030076,0.02726778961730077,0.01550751879699248,0.027267789617300763,0.21963382146681557,0.06097940176546336,0.12499999999999999,0.11151782139997138,0.12499999999999999,0.11151782139997138,0.4025009607581269,0.03896417159318954,0.1017569613186912,0.09088363681726,0.3007439994394357,0.1018638149951134,cases/granite_sparse.yaml,granite_sparse,good_to_medium,sparse,mixed,moderate
granite_sparse,50,8,1.0103921869155825,0.17857490995098188,0.9742080160318263,-0.0024663997664557957,0.07829390692826006,-0.42401253478597717,75.0,100.0,100.0,0.9986675612591973,0.06627601922505559,0.9904626308425994,-0.2615752990288766,100.0,100.0,100.0,0.07833274532338964,100.0,100.0,99.69174741333185,100.0,100.0,100.0,99.69174741333185,99.9185783263052,0.14285714285714285,0.1,18.875,0.9768696692323695,0.03185423415062023,0.02313033076763054,0.031854234150620206,0.24032396406876197,0.04610001981450805,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.38276566126922856,0.04720149092558436,0.17772807190984793,0.1777497550462764,0.20503758935938063,0.19629412970111926,cases/granite_sparse.yaml,granite_sparse,good_to_medium,sparse,mixed,moderate
granite_sparse,51,8,1.1326062775196135,0.29954518063456215,1.2018269010552372,0.03654028404794843,0.12841121564006838,-0.49621595043752836,37.5,75.0,100.0,0.9726339171987404,0.09933891255388724,0.9771130668425125,-0.20845183464676104,87.5,100.0,100.0,0.13350892352372892,99.76085735886234,99.76085735886234,99.86781910467353,99.76085735886234,100.0,99.76085735886234,99.86781910467353,99.88515803944489,0.21428571428571427,0.275,19.125,0.9707107843137255,0.04171691750677201,0.02928921568627451,0.041716917506772,0.24350706293059987,0.036257997155928694,0.21428571428571427,0.1749635530559413,0.21428571428571427,0.1749635530559413,0.43870562521600165,0.07559013604661982,0.183788081368088,0.12403312974456747,0.2549175438479137,0.12235655908770432,cases/granite_sparse.yaml,granite_sparse,good_to_medium,sparse,mixed,moderate
granite_dense_unfavorable,42,8,1.046112467137077,0.10359512766946309,1.0155175252995088,0.017638225679681457,0.04011769057422355,0.17341308218045834,87.5,100.0,100.0,1.0304847068232295,0.040341396269548926,1.040232124505385,0.4537028447832289,100.0,100.0,100.0,0.04382392157414167,97.99943535912173,97.99943535912173,99.80854132087495,97.99943535912173,100.0,97.99943535912173,99.80854132087495,99.8275554091711,0.25,2.1375,179.75,0.9959643913474766,0.0034193324616046674,0.004035608652523384,0.00341933246160467,2.2886480816614547,0.14527629728451563,0.25,0.19884872724392935,0.25,0.19884872724392935,0.8870987660370506,0.002924253310959106,0.7217325191710204,0.2901376005439859,0.1653662468660302,0.28807534417654007,cases/granite_dense_unfavorable.yaml,granite_dense_unfavorable,medium_to_poor,dense,unfavorable,high
granite_dense_unfavorable,43,8,1.0108906072912927,0.17780374007751196,0.9886883934440008,-0.0020841370635128337,0.07709498302234653,-0.26971160457942506,62.5,100.0,100.0,1.0267840511399422,0.04847679020581452,1.0099214907822,-0.7192131411084997,100.0,100.0,100.0,0.07712314849975595,97.53704514652158,97.53704514652158,99.70491378042934,97.53704514652158,100.0,97.53704514652158,99.70491378042934,99.77670320925775,0.3214285714285714,2.15,172.25,0.9914353091459751,0.006890948940553281,0.008564690854024838,0.006890948940553266,2.1931551158063174,0.11699782865540634,0.3214285714285714,0.18557687223952257,0.3214285714285714,0.18557687223952257,0.8865383299747751,0.004380929337383174,0.8393610453122728,0.030637425431722164,0.04717728466250218,0.03197920367837427,cases/granite_dense_unfavorable.yaml,granite_dense_unfavorable,medium_to_poor,dense,unfavorable,high
