column,exists,count,mean,std,min,p10,p25,p50,p75,p90,max
RQD_borehole_direct,True,72,55.182640461786804,36.15862904403702,0.0,0.0,25.657028836987006,68.28542303294631,87.94598041541656,92.69533637426218,96.59445466814172
RQD_borehole_hudson,True,72,56.610376982681935,36.41873529931449,0.0,0.0,31.106760790593658,68.52443083208625,89.3745449603977,93.37732465482745,97.24753298775217
RQD_face_scanline,True,72,99.4795869643314,0.8226492543612314,96.26004049582694,98.47841390134978,99.14194098252204,99.95286083461275,100.0,100.0,100.0
RQD_face_jv,True,72,76.5,20.723532245551056,49.0,49.0,49.0,82.0,98.5,98.5,98.5
RQD_face_conservative,True,72,76.5,20.723532245551056,49.0,49.0,49.0,82.0,98.5,98.5,98.5
