Scenario,Corr,Bias,RMSE,RQD dependency
granite_dense_p32_20,0.6285941523758614,0.027859134825387193,0.06415849174658347,Normal
granite_dense_p32_20,-0.036138448218447805,-0.03506969721943506,0.10096246087599302,Normal
granite_dense_p32_20,0.42838117451755736,-0.14555057803412927,0.1496078686632358,Normal
granite_dense_p32_20,0.16845517762162662,0.05195024718432062,0.06823280048442211,Normal
granite_dense_p32_20,0.6605975010660846,-0.020152855350991355,0.05457018914488657,Normal
granite_dense_p32_20,0.4407891877209903,-0.06857575793550881,0.07811030853422227,Normal
granite_dense_p32_20,0.9951480463579895,0.022867591553158834,0.057445773633249514,Normal
granite_dense_p32_20,0.9986886498116951,0.0161493381773532,0.03416280429662194,Normal
granite_dense_p32_20,-0.9965862077457085,-0.07295940214193024,0.10444110306614948,Normal
granite_dense_p32_20,0.7787027791882917,-0.09532622698397726,0.09975165978144032,Normal
granite_dense_p32_20,-0.9721698896405591,-0.03808726239292629,0.1159183518441071,Normal
granite_dense_p32_20,-0.9870154010935547,0.04554460752573871,0.1283757991315551,Normal
granite_dense_p32_20,-0.36364385812716205,0.0020476307945853276,0.11783660371308248,Normal
granite_dense_p32_20,0.9155876227940487,-0.03664694525502551,0.04891373843081146,Normal
granite_dense_p32_20,0.8113367293832175,0.014939590135733094,0.04653438020257953,Normal
granite_dense_p32_20,-0.7397111672462077,0.0033218285852912497,0.06656434963078929,Normal
granite_dense_p32_20,0.04226386980357719,-0.014707773363715796,0.06320848571524736,Normal
granite_dense_p32_20,0.825896860330036,-0.03247403977672433,0.03808378724134129,Normal
granite_dense_p32_20,-0.8269593526415213,-0.07028767254611128,0.0704357660257744,Normal
granite_dense_p32_20,-0.7749268863020662,-0.0865806553516469,0.11901859737684314,Normal
