case_name,seed,face_x_idx,face_x_coord,borehole_name,Q_face_mean,Qp_face_mean,Q_bh_mean,Q_bh_median,Qp_bh_mean,Qp_bh_median,RQD_bh_mean,Jn_bh_mean,RQD_borehole_direct_mean,RQD_borehole_direct_median,RQD_borehole_hudson_mean,RQD_borehole_hudson_median,lambda_borehole_mean,borehole_n_intersections_sum,RQD_face_scanline,RQD_face_jv,RQD_face_conservative,lambda_face_scanline,face_scanline_n_intersections,Jv_face,Jv_method,Jr_bh_mean,Ja_bh_mean,Jw_bh_mean,SRF_bh_mean,Q_ratio_bh_to_face,Qp_ratio_bh_to_face,face_fracture_count,bh_fracture_count,common_fracture_count,missed_fracture_count,miss_ratio,detection_ratio,bh_window_length,bh_fracture_frequency,face_fracture_density,bh_union_fracture_frequency,common_fracture_density,missed_fracture_density,orientation_bias_bh,face_orientation_bias,orientation_bias_gap_to_face,Q_match_strict,Q_match_normal,Q_match_loose,Qp_match_strict,Qp_match_normal,Qp_match_loose,case_path,case_name_meta,quality_regime,density_regime,orientation_regime,anisotropy_regime,cost_fp,cost_fn
granite_dense_p32_05,43,20,20.5,Center,10.000302209627199,11.36998951492622,9.45379930846028,9.136973560408192,10.829841325446639,10.681902978794664,93.32331061753554,4.0,93.32331061753554,100.0,95.41063242799103,98.24769036935783,2.857142857142857,20,94.39586728554005,98.5,94.39586728554005,3.4,34,5.0,P32_derived_Jv_proxy,1.2478486252914147,2.7010196980872974,0.7675669163349912,0.8959169352762667,0.9453513614177774,0.9524935191215006,402,20,10,392,0.9751243781094527,0.024875621890547265,7.0,2.857142857142857,5.118422969835354,2.857142857142857,0.12732395447351627,4.991099015361837,0.27819583767247447,0.331951918486047,0.05375608081357253,1,1,1,1,1,1,cases/granite_rqd_p32_rot_05.yaml,granite_dense_p32_05,medium_to_poor,dense,unfavorable,high,1,5
granite_dense_p32_05,43,30,30.5,Center,10.187627875387689,11.640563283812046,10.088825938691837,8.683575388969171,11.099006414244384,11.459997999313135,97.72535578122232,4.0,97.72535578122232,100.0,94.38642638347561,98.24769036935783,3.2857142857142856,23,94.63925970241152,98.5,94.63925970241152,3.9,39,5.0,P32_derived_Jv_proxy,1.2134803115576567,2.6953744056577906,0.7844426100891507,0.9205059872507112,0.9903017721196367,0.9534767470985894,423,23,11,412,0.9739952718676123,0.026004728132387706,7.0,3.2857142857142856,5.385803274229738,3.2857142857142856,0.1400563499208679,5.24574692430887,0.2877791759385573,0.32777819761104887,0.039999021672491586,1,1,1,1,1,1,cases/granite_rqd_p32_rot_05.yaml,granite_dense_p32_05,medium_to_poor,dense,unfavorable,high,1,5
granite_dense_p32_05,44,10,10.5,Center,9.703303667229543,11.630568830955808,8.360182851500294,7.917834371530856,10.322934494709715,10.32829870739784,91.15653435927975,4.0,91.15653435927975,91.65627258353122,94.48899034361041,96.30636868862332,3.4285714285714284,24,98.53229470532571,98.5,98.5,2.2,22,5.0,P32_derived_Jv_proxy,1.1502249196954693,2.5200917046528453,0.8097820186114705,1.1524995211685758,0.8615810798269357,0.8875691846846127,354,24,7,347,0.980225988700565,0.01977401129943503,7.0,3.4285714285714284,4.507267988362476,3.4285714285714284,0.08912676813146139,4.418141220231014,0.2743419965709074,0.35027412848329775,0.07593213191239034,1,1,1,1,1,1,cases/granite_rqd_p32_rot_05.yaml,granite_dense_p32_05,medium_to_poor,dense,unfavorable,high,1,5
granite_dense_p32_05,44,20,20.5,Center,10.708232760913946,11.573526399753053,9.410133181671599,10.007398251972347,11.723172426065277,11.080936396795398,96.26176171751624,4.0,96.26176171751624,96.73842641179569,96.5093802768855,96.30636868862332,2.857142857142857,20,96.1018166509752,98.5,96.1018166509752,3.0,30,5.0,P32_derived_Jv_proxy,1.1413906123881925,2.377185715201235,0.8048331815063978,1.0172143625861205,0.8787755544518483,1.0129300285101883,379,20,7,372,0.9815303430079155,0.018469656992084433,7.0,2.857142857142857,4.8255778745462665,2.857142857142857,0.08912676813146139,4.736451106414806,0.21832711590188203,0.3333214093419773,0.11499429344009526,1,1,1,1,1,1,cases/granite_rqd_p32_rot_05.yaml,granite_dense_p32_05,medium_to_poor,dense,unfavorable,high,1,5
granite_dense_p32_05,44,30,30.5,Center,10.140716856746398,11.521851760686063,8.336527230828334,7.7812612238336785,9.78265155813792,9.009661348992218,90.03809224372013,4.0,90.03809224372013,90.7361934739109,92.9188241321697,96.30636868862332,4.0,28,96.51933461824387,98.5,96.51933461824387,2.5,25,5.0,P32_derived_Jv_proxy,1.1277807984999835,2.609859023962843,0.8373758707606299,1.0355057161517147,0.8220846068966243,0.8490520240433483,385,28,11,374,0.9714285714285714,0.02857142857142857,7.0,4.0,4.901972247230376,4.0,0.1400563499208679,4.761915897309509,0.22446963925394592,0.3539153162637191,0.12944567700977316,1,1,1,1,1,1,cases/granite_rqd_p32_rot_05.yaml,granite_dense_p32_05,medium_to_poor,dense,unfavorable,high,1,5
granite_dense_p32_05,45,10,10.5,Center,10.001198651060307,11.449416676979453,9.072500138738857,7.6646543028409715,10.84520971777162,10.132640209678332,96.14153862692264,4.0,96.14153862692264,99.2402373599234,96.61854956998526,96.30636868862332,2.7142857142857144,19,95.12181171002597,98.5,95.12181171002597,3.6,36,5.0,P32_derived_Jv_proxy,1.1668010913707605,2.584193622577987,0.7406953331156718,0.9438091422844682,0.9071412792882589,0.9472281447820246,395,19,7,388,0.9822784810126582,0.017721518987341773,7.0,2.7142857142857144,5.029296201703892,2.7142857142857144,0.08912676813146139,4.940169433572431,0.26783798852380514,0.3580390843560799,0.09020109583227476,1,1,1,1,1,1,cases/granite_rqd_p32_rot_05.yaml,granite_dense_p32_05,medium_to_poor,dense,unfavorable,high,1,5
granite_dense_p32_05,45,20,20.5,Center,10.720544758316835,12.063162704309663,11.506278235954634,10.409449110278008,11.577426847129074,11.88775055687932,95.09201577454391,4.0,95.09201577454391,97.73012397147203,96.80203894349923,96.30636868862332,2.5714285714285716,18,97.4200005769915,98.5,97.4200005769915,2.5,25,5.0,P32_derived_Jv_proxy,1.1714431517353758,2.45673401935244,0.7680191966405924,0.9245737855503283,1.0732923088659498,0.959733954594921,375,18,8,367,0.9786666666666667,0.021333333333333333,7.0,2.5714285714285716,4.77464829275686,2.5714285714285716,0.10185916357881301,4.672789129178047,0.28537402393462896,0.3319573706637614,0.04658334672913245,1,1,1,1,1,1,cases/granite_rqd_p32_rot_05.yaml,granite_dense_p32_05,medium_to_poor,dense,unfavorable,high,1,5
granite_dense_p32_05,45,30,30.5,Center,10.221402710116845,11.53398823585599,10.22816152593849,10.064469433315928,13.119748003142876,12.0,95.41487006065266,4.0,95.41487006065266,98.7519816078762,96.51106984852605,98.24769036935783,2.4285714285714284,17,93.65426240508488,98.5,93.65426240508488,3.3,33,5.0,P32_derived_Jv_proxy,1.3311970047789863,2.48442431097142,0.8249786684996572,1.08578062856754,1.0006612415158005,1.1374858145213982,376,17,7,369,0.9813829787234043,0.018617021276595744,7.0,2.4285714285714284,4.787380688204212,2.4285714285714284,0.08912676813146139,4.698253920072751,0.2851731758027869,0.34646018269651346,0.06128700689372657,1,1,1,1,1,1,cases/granite_rqd_p32_rot_05.yaml,granite_dense_p32_05,medium_to_poor,dense,unfavorable,high,1,5
granite_dense_p32_05,46,10,10.5,Center,9.653255561172898,11.025373498413957,12.336377823716536,11.856342373570932,11.546114456916712,12.0,89.19537286087504,4.0,89.19537286087504,90.80715791127325,93.92684749956413,96.30636868862332,3.5714285714285716,25,93.31808476840745,98.5,93.31808476840745,3.4,34,5.0,P32_derived_Jv_proxy,1.3006965611604075,2.5173851119964605,0.8055641907029086,0.9055323831550904,1.2779499874980653,1.0472311399316916,371,25,10,361,0.9730458221024259,0.026954177897574125,7.0,3.5714285714285716,4.723718710967454,3.5714285714285716,0.12732395447351627,4.596394756493937,0.2698636250883938,0.35894892861909755,0.08908530353070376,0,1,1,1,1,1,cases/granite_rqd_p32_rot_05.yaml,granite_dense_p32_05,medium_to_poor,dense,unfavorable,high,1,5
granite_dense_p32_05,46,20,20.5,Center,9.562534912605836,11.400154919109639,10.227487437293885,8.749365718449075,11.734953962094059,11.571738644495667,85.09806503941438,4.0,85.09806503941438,86.31663057597353,94.08248906593374,98.24769036935783,3.142857142857143,22,95.15049251757691,98.5,95.15049251757691,2.9,29,5.0,P32_derived_Jv_proxy,1.3654374955532909,2.4829503852102723,0.7947490891692393,0.9692890113948184,1.0695372650416652,1.0293679380113694,387,22,3,384,0.9922480620155039,0.007751937984496124,7.0,3.142857142857143,4.927437038125079,3.142857142857143,0.03819718634205488,4.8892398517830244,0.2148938766414138,0.3613074450318142,0.14641356839040043,1,1,1,1,1,1,cases/granite_rqd_p32_rot_05.yaml,granite_dense_p32_05,medium_to_poor,dense,unfavorable,high,1,5
granite_dense_p32_05,46,30,30.5,Center,10.035464247769319,11.653338618161257,8.28770854121194,7.721900885580238,10.728564664912572,9.973839783441825,91.92653563346711,4.0,91.92653563346711,92.34352764378477,95.61642948558718,96.30636868862332,3.142857142857143,22,96.80092122153464,98.5,96.80092122153464,3.0,30,5.0,P32_derived_Jv_proxy,1.2194498985949787,2.6113974831881746,0.8400244304157535,1.1371183730815686,0.8258420673517052,0.9206430033872471,425,22,7,418,0.9835294117647059,0.01647058823529412,7.0,3.142857142857143,5.411268065124442,3.142857142857143,0.08912676813146139,5.32214129699298,0.32340827451494536,0.3378718752434896,0.014463600728544246,1,1,1,1,1,1,cases/granite_rqd_p32_rot_05.yaml,granite_dense_p32_05,medium_to_poor,dense,unfavorable,high,1,5
granite_dense_p32_05,47,10,10.5,Center,10.49086365922655,12.27829062112087,9.414448266064728,8.064139789206669,11.18394950823611,12.0,90.0997022828323,4.0,90.0997022828323,92.23904946964848,95.12109349221087,98.24769036935783,2.857142857142857,20,98.76272794363038,98.5,98.5,2.7,27,5.0,P32_derived_Jv_proxy,1.2047951093216243,2.396333635520389,0.8228216161341467,1.0297249659082828,0.8973949687912366,0.9108718675381167,388,20,11,377,0.9716494845360825,0.028350515463917526,7.0,2.857142857142857,4.940169433572431,2.857142857142857,0.1400563499208679,4.8001130836515635,0.23964000023789744,0.3250117588543885,0.08537175861649104,1,1,1,1,1,1,cases/granite_rqd_p32_rot_05.yaml,granite_dense_p32_05,medium_to_poor,dense,unfavorable,high,1,5
granite_dense_p32_05,47,20,20.5,Center,9.814449804632355,10.998756684987885,8.799678846162195,7.74987966536352,9.602604522073124,9.009952927680104,92.6533657918565,4.0,92.6533657918565,93.34828147362622,94.32762097758871,96.30636868862332,3.5714285714285716,25,92.51331192572596,98.5,92.51331192572596,3.3,33,5.0,P32_derived_Jv_proxy,1.083218023094083,2.6206995102488166,0.834904369546151,0.964225465324389,0.8966043967139966,0.8730627285518228,362,25,7,355,0.9806629834254144,0.019337016574585635,7.0,3.5714285714285716,4.609127151941289,3.5714285714285716,0.08912676813146139,4.520000383809828,0.27292634174921115,0.3506918369121217,0.07776549516291054,1,1,1,1,1,1,cases/granite_rqd_p32_rot_05.yaml,granite_dense_p32_05,medium_to_poor,dense,unfavorable,high,1,5
