case_name,seed,face_x_idx,face_x_coord,Q_face_mean,Q_face_median,Qp_face_mean,Qp_face_median,Q_borehole_mean,Qp_borehole_mean,Q_ratio,Q_difference,Q_log_ratio,Qp_ratio,Qp_difference,face_joints_count,face_rqd_practical,face_rqd_mean,face_rqd_min_dir,RQD_borehole_direct,RQD_borehole_hudson,lambda_borehole,borehole_n_intersections_total,RQD_face_scanline,lambda_face_scanline,RQD_face_scanline_hudson,face_scanline_n_intersections,Jv_face,Jv_method,RQD_face_jv,RQD_face_conservative,RQD_diff_bh_direct_minus_face_scanline,RQD_diff_bh_hudson_minus_face_scanline,RQD_diff_bh_direct_minus_face_jv,RQD_diff_bh_hudson_minus_face_jv,RQD_absdiff_bh_direct_face_scanline,RQD_absdiff_bh_hudson_face_scanline,RQD_absdiff_bh_direct_face_jv,RQD_absdiff_bh_hudson_face_jv,face_joint_count,bh_union_fracture_count,common_union_fracture_count,missed_union_fracture_count,miss_ratio_union,detection_ratio_union,face_area,window_length,face_fracture_density,bh_fracture_frequency_mean,bh_union_fracture_frequency,common_fracture_density,missed_fracture_density,face_orientation_bias,bh_union_orientation_bias,orientation_bias_gap,Q_match_strict,Q_match_normal,Q_match_loose,Qp_match_strict,Qp_match_normal,Qp_match_loose,face_RQD_mean,face_RQD_median,face_RQD_std,face_RQD_min,face_RQD_max,face_RQD_n_points,face_Jn_mean,face_Jn_median,face_Jn_std,face_Jn_min,face_Jn_max,face_Jn_n_points,face_Jr_mean,face_Jr_median,face_Jr_std,face_Jr_min,face_Jr_max,face_Jr_n_points,face_Ja_mean,face_Ja_median,face_Ja_std,face_Ja_min,face_Ja_max,face_Ja_n_points,face_Jw_mean,face_Jw_median,face_Jw_std,face_Jw_min,face_Jw_max,face_Jw_n_points,face_SRF_mean,face_SRF_median,face_SRF_std,face_SRF_min,face_SRF_max,face_SRF_n_points,face_Q_mean,face_Q_median,face_Q_std,face_Q_min,face_Q_max,face_Q_n_points,face_Qprime_mean,face_Qprime_median,face_Qprime_std,face_Qprime_min,face_Qprime_max,face_Qprime_n_points
scenario_06_layered_density,40,10,10.5,5.871192409489884,5.430080334811388,6.4977638804400835,6.4977638804400835,5.098660199540033,6.678931128909154,0.868419878609127,-0.7725322099498513,-0.06127024386404545,1.0278814761204897,0.1811672484690705,587,100.0,100.0,100.0,96.75437886748546,99.23197781064826,1.1428571428571428,8,100.0,0.8,99.69656540975667,8,6.2,P32_derived_Jv_proxy,94.53999999999999,94.53999999999999,-3.245621132514543,-0.7680221893517398,2.2143788674854648,4.691977810648268,3.245621132514543,0.7680221893517398,2.2143788674854648,4.691977810648268,587,8,3,584,0.9948892674616695,0.005110732538330494,78.53981633974483,7.0,7.473916127595405,1.1428571428571428,1.1428571428571428,0.03819718634205488,7.43571894125335,0.8671326432982183,0.7905457264149093,0.07658691688330899,1,1,1,1,1,1,100.0,100.0,0.0,100.0,100.0,81,9.0,9.0,0.0,9.0,9.0,81,1.2145302451559672,1.2145302451559672,0.21239908800951424,0.6433587718364971,2.2870704670062274,81,2.076834546474623,2.076834546474623,0.5379148251247922,0.75,4.075245086367685,81,0.8035971553723992,0.8076560283621431,0.10066257195430728,0.53260119501172,1.0,81,0.9697544385533005,0.9383394783297043,0.2766163932638677,0.5,1.603020648014794,81,5.871192409489884,5.430080334811388,1.9563121619269035,2.743706904290413,10.723147118850619,81,6.4977638804400835,6.4977638804400835,0.0,6.4977638804400835,6.4977638804400835,81
scenario_06_layered_density,40,20,20.5,5.164345349204022,4.765785482328004,6.505070496500013,6.505070496500013,5.353598851739536,6.287479130763076,1.0366461748273057,0.18925350253551354,0.01563054950262388,0.9665504984374866,-0.21759136573693638,563,98.77768217428384,98.77768217428384,98.77768217428384,99.57768056949327,99.73263770511745,0.5714285714285714,4,98.77768217428384,1.4,99.10683883546386,14,6.2,P32_derived_Jv_proxy,94.53999999999999,94.53999999999999,0.7999983952094283,0.9549555308336153,5.037680569493276,5.192637705117463,0.7999983952094283,0.9549555308336153,5.037680569493276,5.192637705117463,563,4,0,563,1.0,0.0,78.53981633974483,7.0,7.168338636858966,0.5714285714285714,0.5714285714285714,0.0,7.168338636858966,0.8695943456984552,0.6281106289778876,0.24148371672056756,1,1,1,1,1,1,98.77768217428384,98.77768217428384,0.0,98.77768217428384,98.77768217428384,81,9.0,9.0,0.0,9.0,9.0,81,1.2475571514026433,1.2475571514026433,0.23393610297545367,0.6204215636131972,2.284690136251153,81,2.104867509153194,2.104867509153194,0.5596809353580772,0.75,4.223489829823324,81,0.799889545963395,0.7990959797484326,0.08922012665462013,0.6362147928205298,1.0,81,1.1014069007716158,1.1163084583400518,0.29939186823266106,0.5,1.831943449738366,81,5.164345349204022,4.765785482328004,1.841974072552383,2.651700229486162,11.03314776746098,81,6.505070496500013,6.505070496500013,0.0,6.505070496500013,6.505070496500013,81
scenario_06_layered_density,40,30,30.5,5.786643025344482,5.477317617871468,6.602783909734549,6.6027839097345495,7.588237631307064,6.394471954447653,1.3113367453412823,1.801594605962582,0.11771423086947397,0.9684508900889851,-0.20831195528689594,588,98.71174532973062,98.71174532973062,98.71174532973062,98.31282367583493,99.5491483316035,0.7142857142857143,5,98.71174532973062,1.3,99.22478369402342,13,6.2,P32_derived_Jv_proxy,94.53999999999999,94.53999999999999,-0.3989216538956839,0.837403001872886,3.7728236758349425,5.009148331603512,0.3989216538956839,0.837403001872886,3.7728236758349425,5.009148331603512,588,5,2,586,0.9965986394557823,0.003401360544217687,78.53981633974483,7.0,7.486648523042756,0.7142857142857143,0.7142857142857143,0.025464790894703253,7.461183732148053,0.8658131873637722,0.811001599069255,0.054811588294517266,0,1,1,1,1,1,98.71174532973062,98.71174532973062,0.0,98.71174532973062,98.71174532973062,81,9.0,9.0,0.0,9.0,9.0,81,1.2552575521486284,1.2552575521486284,0.24492489142992419,0.6374912432129083,2.339763896577285,81,2.0851249261733824,2.0851249261733824,0.5768922348268063,0.75,5.0261077177482765,81,0.800257429823972,0.7905785405298176,0.10106852332611733,0.5390120919419402,1.0,81,0.9987436365213074,0.9967042761718597,0.27448000500424025,0.5,1.6629978368886775,81,5.786643025344482,5.477317617871468,2.0543729309298917,2.454098069969515,12.824102419227621,81,6.602783909734549,6.6027839097345495,8.881784197001252e-16,6.6027839097345495,6.6027839097345495,81
scenario_06_layered_density,41,10,10.5,5.656216557332034,5.2419491616800045,6.53919114203598,6.539191142035981,6.060705926278601,6.574647845902087,1.0715123554493746,0.4044893689465665,0.029997183191704746,1.0054221849607943,0.035456703866106665,597,98.46092555371983,98.46092555371983,98.46092555371983,97.73195959778775,98.87783619445746,1.0,7,98.46092555371983,1.2,99.33508891232165,12,6.2,P32_derived_Jv_proxy,94.53999999999999,94.53999999999999,-0.7289659559320825,0.4169106407376262,3.1919595977877577,4.337836194457466,0.7289659559320825,0.4169106407376262,3.1919595977877577,4.337836194457466,597,7,2,595,0.9966499162479062,0.0033500837520938024,78.53981633974483,7.0,7.601240082068921,1.0,1.0,0.025464790894703253,7.575775291174218,0.8711990389928597,0.6173761412695259,0.2538228977233338,1,1,1,1,1,1,98.46092555371983,98.46092555371983,0.0,98.46092555371983,98.46092555371983,81,9.0,9.0,0.0,9.0,9.0,81,1.249017886951495,1.249017886951495,0.22835434008576333,0.5314609603451068,2.21937841250382,81,2.089613812255513,2.089613812255513,0.5533309435759864,0.75,5.403411603701373,81,0.7978581082223815,0.7943015153875855,0.09928950078230864,0.5852307861527136,1.0,81,1.0090870943838894,0.9795592398973204,0.30192537640846345,0.5,1.910320876119753,81,5.656216557332034,5.2419491616800045,1.9400796995714684,2.952829643647868,13.078382284071962,81,6.53919114203598,6.539191142035981,8.881784197001252e-16,6.539191142035981,6.539191142035981,81
scenario_06_layered_density,41,20,20.5,5.539570610848365,5.2593121612439235,6.66401751597135,6.6640175159713495,5.732799747175176,6.382661511953342,1.0348816090453659,0.19322913632681082,0.014890669136674695,0.9577798222553143,-0.28135600401800875,621,100.0,100.0,100.0,98.41852992435204,98.66983496660201,1.2857142857142858,9,100.0,0.9,99.61849919456388,9,6.2,P32_derived_Jv_proxy,94.53999999999999,94.53999999999999,-1.5814700756479567,-1.3301650333979893,3.8785299243520512,4.129834966602019,1.5814700756479567,1.3301650333979893,3.8785299243520512,4.129834966602019,621,9,2,619,0.9967793880837359,0.00322061191626409,78.53981633974483,7.0,7.90681757280536,1.2857142857142858,1.2857142857142858,0.025464790894703253,7.881352781910657,0.8686528761479804,0.8408202063859942,0.027832669761986173,1,1,1,1,1,1,100.0,100.0,0.0,100.0,100.0,81,9.0,9.0,0.0,9.0,9.0,81,1.247610719301454,1.247610719301454,0.23612775349988316,0.6177038883966803,2.157176604853135,81,2.080177804507336,2.080177804507336,0.5472238025422665,0.75,4.1378166598989825,81,0.8089172847331659,0.8130443701500136,0.09896632926536905,0.5198663106279062,1.0,81,1.0427542653117048,1.0020198540577556,0.25699482971596643,0.5,1.6146966926613922,81,5.539570610848365,5.2593121612439235,1.7402710632783651,2.7561379184328816,11.227611577071297,81,6.66401751597135,6.6640175159713495,8.881784197001252e-16,6.6640175159713495,6.6640175159713495,81
scenario_06_layered_density,41,30,30.5,6.135061351436629,5.495725701777798,6.663544732370617,6.663544732370617,4.37988992223411,6.520566829849419,0.7139113484510606,-1.7551714292025187,-0.14635571437072226,0.978543266645059,-0.14297790252119835,573,100.0,100.0,100.0,99.59366628616968,99.5491483316035,0.7142857142857143,5,100.0,0.9,99.61849919456388,9,6.2,P32_derived_Jv_proxy,94.53999999999999,94.53999999999999,-0.40633371383032113,-0.4508516683964956,5.053666286169687,5.009148331603512,0.40633371383032113,0.4508516683964956,5.053666286169687,5.009148331603512,573,5,0,573,1.0,0.0,78.53981633974483,7.0,7.295662591332482,0.7142857142857143,0.7142857142857143,0.0,7.295662591332482,0.8715750195598366,0.7156509256568626,0.15592409390297401,0,1,1,1,1,1,100.0,100.0,0.0,100.0,100.0,81,9.0,9.0,0.0,9.0,9.0,81,1.244533351556727,1.244533351556727,0.24899104014488882,0.6447154637062794,2.5493548565920032,81,2.075194045513792,2.075194045513792,0.5413414298039824,0.75,4.02838831734701,81,0.801436147906869,0.8010738879103414,0.09968544949654078,0.5777008709041266,1.0,81,0.9647394838910653,0.922854689662873,0.29718692631239385,0.5,1.8443491796109208,81,6.135061351436629,5.495725701777798,2.2862057010128107,2.75621717431703,13.193175260901851,81,6.663544732370617,6.663544732370617,0.0,6.663544732370617,6.663544732370617,81
scenario_06_layered_density,42,10,10.5,5.939485919139408,5.595076838341059,6.652934565754102,6.652934565754104,5.344711209962301,6.687030683080422,0.8998609109821266,-0.5947747091771065,-0.04582461307298413,1.0051249740981714,0.03409611732631923,589,99.29012367643499,99.29012367643499,99.29012367643499,97.87590030186773,99.36565895808954,0.8571428571428571,6,99.29012367643499,1.0,99.53211598395555,10,6.2,P32_derived_Jv_proxy,94.53999999999999,94.53999999999999,-1.414223374567257,0.07553528165455248,3.3359003018677384,4.825658958089548,1.414223374567257,0.07553528165455248,3.3359003018677384,4.825658958089548,589,6,1,588,0.99830220713073,0.001697792869269949,78.53981633974483,7.0,7.499380918490108,0.8571428571428571,0.8571428571428571,0.012732395447351627,7.486648523042756,0.8789203232443108,0.805869506191434,0.07305081705287675,1,1,1,1,1,1,99.29012367643499,99.29012367643499,0.0,99.29012367643499,99.29012367643499,81,9.0,9.0,0.0,9.0,9.0,81,1.251788921404602,1.251788921404602,0.23917313588408182,0.5,2.1314108237619225,81,2.0757803374775516,2.0757803374775516,0.5334669986063496,0.75,3.7913157380224765,81,0.8201517560809011,0.8226067003048976,0.08698822438873212,0.5751736541013271,1.0,81,0.9877160372876669,0.937196033969026,0.2563878424717291,0.5,1.5404515273190675,81,5.939485919139408,5.595076838341059,1.8198474739120267,3.3266612518366765,11.695397651139539,81,6.652934565754102,6.652934565754104,1.7763568394002505e-15,6.652934565754104,6.652934565754104,81
scenario_06_layered_density,42,20,20.5,6.226667377021184,5.529691030224669,6.587437511253752,6.587437511253752,6.047073590355718,7.412457061601235,0.9711573180658025,-0.17959378666546577,-0.012710412899613721,1.1252413474796608,0.8250195503474833,583,98.28730067851886,98.28730067851886,98.28730067851886,99.81355972517217,99.61598890532413,0.5714285714285714,4,98.28730067851886,0.9,99.61849919456388,9,6.2,P32_derived_Jv_proxy,94.53999999999999,94.53999999999999,1.5262590466533084,1.3286882268052693,5.273559725172177,5.075988905324138,1.5262590466533084,1.3286882268052693,5.273559725172177,5.075988905324138,583,4,0,583,1.0,0.0,78.53981633974483,7.0,7.4229865458059985,0.5714285714285714,0.5714285714285714,0.0,7.4229865458059985,0.8716861228517876,0.7574046213572002,0.11428150149458738,1,1,1,1,1,1,98.28730067851886,98.28730067851886,0.0,98.28730067851886,98.28730067851886,81,9.0,9.0,0.0,9.0,9.0,81,1.2328417920722887,1.2328417920722887,0.22808774003106108,0.5949228051827079,2.2886745162731317,81,2.043834557982453,2.043834557982453,0.5322163259182789,0.75,3.983582796180275,81,0.7988857674090312,0.8117037190935028,0.1011720173796645,0.5561134050219071,1.0,81,0.9683511330949067,0.9370708560021371,0.3338856479833927,0.5,1.7820738996420622,81,6.226667377021184,5.529691030224669,2.5082392603427435,2.055673620206303,12.429176412750806,81,6.587437511253752,6.587437511253752,0.0,6.587437511253752,6.587437511253752,81
scenario_06_layered_density,42,30,30.5,5.961743686687531,5.487534673405408,6.531014086771959,6.53101408677196,5.121757777671088,7.376317530873626,0.8591039881684084,-0.839985909016443,-0.06595426485981581,1.1294291258403133,0.8453034441016669,575,100.0,100.0,100.0,99.89854216302082,99.7994782788381,0.42857142857142855,3,100.0,0.8,99.69656540975667,8,6.2,P32_derived_Jv_proxy,94.53999999999999,94.53999999999999,-0.1014578369791792,-0.20052172116190548,5.358542163020829,5.2594782788381025,0.1014578369791792,0.20052172116190548,5.358542163020829,5.2594782788381025,575,3,1,574,0.9982608695652174,0.0017391304347826088,78.53981633974483,7.0,7.321127382227186,0.42857142857142855,0.42857142857142855,0.012732395447351627,7.308394986779834,0.870781005738466,0.7677736832205337,0.10300732251793221,1,1,1,1,1,1,100.0,100.0,0.0,100.0,100.0,81,9.0,9.0,0.0,9.0,9.0,81,1.2276648824636807,1.2276648824636807,0.24075677539650606,0.5025229068825451,2.1487890540076195,81,2.0886068740674273,2.0886068740674273,0.5435074043207982,0.75,3.9981718517429026,81,0.816729700761937,0.8169461992309159,0.10196021735524873,0.5895180825587304,1.0,81,0.9919010136788373,0.9891668958302567,0.2864226965439688,0.5,1.61392226941115,81,5.961743686687531,5.487534673405408,2.263756084800932,2.9452914702572617,13.06202817354392,81,6.531014086771959,6.53101408677196,8.881784197001252e-16,6.53101408677196,6.53101408677196,81
scenario_06_layered_density,43,10,10.5,5.7190579489309465,5.169360698294301,6.497236824947103,6.497236824947104,6.027789877055652,7.104891575268569,1.0539830039984848,0.30873192812470585,0.022833607717907767,1.0935251040855223,0.6076547503214664,617,97.58538970788635,97.58538970788635,97.58538970788635,100.0,99.73263770511745,0.5714285714285714,4,97.58538970788635,1.3,99.22478369402342,13,6.2,P32_derived_Jv_proxy,94.53999999999999,94.53999999999999,2.4146102921136503,2.147247997231105,5.460000000000008,5.192637705117463,2.4146102921136503,2.147247997231105,5.460000000000008,5.192637705117463,617,4,0,617,1.0,0.0,78.53981633974483,7.0,7.855887991015954,0.5714285714285714,0.5714285714285714,0.0,7.855887991015954,0.8635956967064307,0.8941331318448618,-0.0305374351384311,1,1,1,1,1,1,97.58538970788635,97.58538970788635,0.0,97.58538970788635,97.58538970788635,81,9.0,9.0,0.0,9.0,9.0,81,1.2364294229403066,1.2364294229403066,0.24680212275341393,0.5,2.5873919726644923,81,2.06339762125484,2.06339762125484,0.5370404830603169,0.75,4.293418739832705,81,0.8005996334473018,0.8083399756866172,0.09094354034905701,0.6028684794019811,1.0,81,1.0111272453389775,1.0189493802142906,0.3091718189269834,0.5,1.9021458853895916,81,5.7190579489309465,5.169360698294301,2.143315129592751,2.6621581436927215,11.99109674107852,81,6.497236824947103,6.497236824947104,1.7763568394002505e-15,6.497236824947104,6.497236824947104,81
scenario_06_layered_density,43,20,20.5,5.871444350922105,5.532182598853892,6.675624326951793,6.6756243269517945,5.994806780875055,6.843732326652116,1.0210105763726733,0.12336242995294988,0.009030240849398297,1.0251823636961734,0.16810799970032342,552,100.0,100.0,100.0,98.95641672747529,98.73667554032262,1.1428571428571428,8,100.0,1.0,99.53211598395555,10,6.2,P32_derived_Jv_proxy,94.53999999999999,94.53999999999999,-1.0435832725247138,-1.2633244596773778,4.416416727475294,4.19667554032263,1.0435832725247138,1.2633244596773778,4.416416727475294,4.19667554032263,552,8,3,549,0.9945652173913043,0.005434782608695652,78.53981633974483,7.0,7.028282286938098,1.1428571428571428,1.1428571428571428,0.03819718634205488,6.990085100596043,0.8733072267974356,0.832039184699293,0.0412680420981425,1,1,1,1,1,1,100.0,100.0,0.0,100.0,100.0,81,9.0,9.0,0.0,9.0,9.0,81,1.2403035787991994,1.2403035787991994,0.23487108101062718,0.5727862228918661,2.3710010971850974,81,2.0643988038553047,2.0643988038553047,0.5072874652124658,0.75,3.918043043465343,81,0.7905888054956041,0.7786183429896067,0.11006730644197166,0.5534061106231943,1.0,81,0.9738748458334907,1.00575159650972,0.2531224140316706,0.5,1.5940754817332985,81,5.871444350922105,5.532182598853892,2.0254351435479605,3.276310867187876,13.351248653903589,81,6.675624326951793,6.6756243269517945,1.7763568394002505e-15,6.6756243269517945,6.6756243269517945,81
