case_name,seed,face_x_idx,face_x_coord,borehole_name,Q_face_mean,Qp_face_mean,Q_bh_mean,Q_bh_median,Qp_bh_mean,Qp_bh_median,RQD_bh_mean,Jn_bh_mean,RQD_borehole_direct_mean,RQD_borehole_direct_median,RQD_borehole_hudson_mean,RQD_borehole_hudson_median,lambda_borehole_mean,borehole_n_intersections_sum,RQD_face_scanline,RQD_face_jv,RQD_face_conservative,lambda_face_scanline,face_scanline_n_intersections,Jv_face,Jv_method,Jr_bh_mean,Ja_bh_mean,Jw_bh_mean,SRF_bh_mean,Q_ratio_bh_to_face,Qp_ratio_bh_to_face,face_fracture_count,bh_fracture_count,common_fracture_count,missed_fracture_count,miss_ratio,detection_ratio,bh_window_length,bh_fracture_frequency,face_fracture_density,bh_union_fracture_frequency,common_fracture_density,missed_fracture_density,orientation_bias_bh,face_orientation_bias,orientation_bias_gap_to_face,Q_match_strict,Q_match_normal,Q_match_loose,Qp_match_strict,Qp_match_normal,Qp_match_loose
granite_sparse,42,10,10.5,Center,16.5977057243571,19.183470719859685,17.785913350139868,14.365128210080247,19.230873349162543,18.75,100.0,4.0,100.0,100.0,99.93315942627937,100.0,0.14285714285714285,1,100.0,100.0,100.0,0.2,2,0.25,P32_derived_Jv_proxy,1.5336990588683324,1.9946070892194492,0.8649277138228487,1.0250012572190166,1.0715886668624977,1.0024710142390336,14,1,0,14,1.0,0.0,7.0,0.14285714285714285,0.17825353626292278,0.14285714285714285,0.0,0.17825353626292278,0.19931707115155006,0.44058207443727915,0.24126500328572908,1,1,1,1,1,1
granite_sparse,42,20,20.5,Center,17.015763939937525,19.54026673704092,18.71299502019613,18.432120305214163,18.713365958173885,18.75,100.0,4.0,100.0,100.0,99.68282947904477,100.0,0.42857142857142855,3,100.0,100.0,100.0,0.2,2,0.25,P32_derived_Jv_proxy,1.4440452703512718,1.9426656650775231,0.8144351795766924,0.8926088927430118,1.0997446301117901,0.9576822164203345,14,3,2,12,0.8571428571428571,0.14285714285714285,7.0,0.42857142857142855,0.17825353626292278,0.42857142857142855,0.025464790894703253,0.15278874536821951,0.18121556025293317,0.31141034127140177,0.1301947810184686,1,1,1,1,1,1
granite_sparse,42,30,30.5,Center,16.033146892184714,18.914287256557397,15.141967851212396,13.166519396460329,18.75,18.75,100.0,4.0,100.0,100.0,100.0,100.0,0.0,0,99.6549751317874,100.0,99.6549751317874,0.1,1,0.25,P32_derived_Jv_proxy,1.5,2.0,0.8106102889220763,1.1316567898661758,0.9444164612870404,0.9913141185639739,16,0,0,16,1.0,0.0,7.0,0.0,0.20371832715762603,0.0,0.0,0.20371832715762603,0.0,0.4424459979394616,0.4424459979394616,1,1,1,1,1,1
granite_sparse,42,40,40.5,Center,15.685531525849335,18.075022150743422,15.22032217088404,14.991276776408046,18.584252627985865,18.75,100.0,4.0,100.0,100.0,99.93315942627937,100.0,0.14285714285714285,1,100.0,100.0,100.0,0.3,3,0.25,P32_derived_Jv_proxy,1.4713817744236442,1.9781713501429559,0.8029491566057084,1.009873484150154,0.9703414988393194,1.0281731592357413,17,1,1,16,0.9411764705882353,0.058823529411764705,7.0,0.14285714285714285,0.21645072260497766,0.14285714285714285,0.012732395447351627,0.20371832715762603,0.4558287398968667,0.3606694767509969,-0.09515926314586975,1,1,1,1,1,1
granite_sparse,42,50,50.5,Center,16.186682799544194,18.062527345228645,20.135728243370085,15.129231317754122,19.767149809456537,18.75,100.0,4.0,100.0,100.0,99.93315942627937,100.0,0.14285714285714285,1,100.0,100.0,100.0,0.2,2,0.25,P32_derived_Jv_proxy,1.5284871587420905,1.9488937702661373,0.801914337164499,0.8985959531084314,1.2439687916746656,1.0943734191593173,16,1,1,15,0.9375,0.0625,7.0,0.14285714285714285,0.20371832715762603,0.14285714285714285,0.012732395447351627,0.1909859317102744,0.2765891496983125,0.4540902459171978,0.17750109621888532,1,1,1,1,1,1
granite_sparse,42,60,60.5,Center,17.199640132611375,19.057142286243703,15.216291107163755,14.525478442901631,17.78908181604319,18.75,100.0,4.0,100.0,100.0,99.93315942627937,100.0,0.14285714285714285,1,100.0,100.0,100.0,0.1,1,0.25,P32_derived_Jv_proxy,1.4391684065802883,2.0333550220069356,0.809268819463607,0.969510772207947,0.884686597501125,0.9334600932734886,15,1,0,15,1.0,0.0,7.0,0.14285714285714285,0.1909859317102744,0.14285714285714285,0.0,0.1909859317102744,0.10604931917522786,0.32465644069168065,0.21860712151645278,1,1,1,1,1,1
granite_sparse,42,70,70.5,Center,15.898748307013808,18.157875859901143,15.06552140321463,13.32807360242853,18.49295304604795,18.75,100.0,4.0,100.0,100.0,99.93315942627937,100.0,0.14285714285714285,1,100.0,100.0,100.0,0.0,0,0.25,P32_derived_Jv_proxy,1.4831136981250543,2.0054237592884774,0.7891648501805587,1.0533063114087906,0.9475916664815937,1.0184535453778916,10,1,1,9,0.9,0.1,7.0,0.14285714285714285,0.12732395447351627,0.14285714285714285,0.012732395447351627,0.11459155902616464,0.06731035030312227,0.2674728500825341,0.2001624997794118,1,1,1,1,1,1
granite_sparse,42,80,80.5,Center,15.859498240139184,17.813260201896572,15.296177482018473,14.062944376651892,18.037968687337663,18.75,99.20825331634533,4.0,99.20825331634533,100.0,99.93315942627937,100.0,0.14285714285714285,1,100.0,100.0,100.0,0.0,0,0.25,P32_derived_Jv_proxy,1.472859656399921,2.0353233514635343,0.7952730469422277,1.030404587958243,0.9644805434830852,1.012614674848637,14,1,0,14,1.0,0.0,7.0,0.14285714285714285,0.17825353626292278,0.14285714285714285,0.0,0.17825353626292278,0.6545194890958868,0.24451367099677856,-0.4100058180991082,1,1,1,1,1,1
granite_sparse,43,10,10.5,Center,15.775209203739808,18.455460962720963,17.018235524585435,14.943452093961643,17.996447759874567,18.75,100.0,4.0,100.0,100.0,99.93315942627937,100.0,0.14285714285714285,1,100.0,100.0,100.0,0.2,2,0.25,P32_derived_Jv_proxy,1.45878814415023,2.0353842917417153,0.827807401415175,0.9191948836702305,1.078796186141921,0.9751285972334379,24,1,1,23,0.9583333333333334,0.041666666666666664,7.0,0.14285714285714285,0.30557749073643903,0.14285714285714285,0.012732395447351627,0.2928450952890874,0.13105643173950754,0.4013785435066386,0.27032211176713106,1,1,1,1,1,1
granite_sparse,43,20,20.5,Center,17.874843328617047,21.93690889318088,15.289137955164039,13.093987441231793,18.75,18.75,100.0,4.0,100.0,100.0,100.0,100.0,0.0,0,100.0,100.0,100.0,0.0,0,0.25,P32_derived_Jv_proxy,1.5,2.0,0.7890776707083306,1.0851433198448603,0.8553438860460736,0.8547238852702927,16,0,0,16,1.0,0.0,7.0,0.0,0.20371832715762603,0.0,0.0,0.20371832715762603,0.0,0.42699756571425285,0.42699756571425285,1,1,1,1,1,1
