case_name,seed,face_x_idx,face_x_coord,borehole_name,Q_face_mean,Qp_face_mean,Q_bh_mean,Q_bh_median,Qp_bh_mean,Qp_bh_median,RQD_bh_mean,Jn_bh_mean,RQD_borehole_direct_mean,RQD_borehole_direct_median,RQD_borehole_hudson_mean,RQD_borehole_hudson_median,lambda_borehole_mean,borehole_n_intersections_sum,RQD_face_scanline,RQD_face_jv,RQD_face_conservative,lambda_face_scanline,face_scanline_n_intersections,Jv_face,Jv_method,Jr_bh_mean,Ja_bh_mean,Jw_bh_mean,SRF_bh_mean,Q_ratio_bh_to_face,Qp_ratio_bh_to_face,face_fracture_count,bh_fracture_count,common_fracture_count,missed_fracture_count,miss_ratio,detection_ratio,bh_window_length,bh_fracture_frequency,face_fracture_density,bh_union_fracture_frequency,common_fracture_density,missed_fracture_density,orientation_bias_bh,face_orientation_bias,orientation_bias_gap_to_face,Q_match_strict,Q_match_normal,Q_match_loose,Qp_match_strict,Qp_match_normal,Qp_match_loose
granite_medium,42,10,10.5,Center,15.85490196635796,18.32494518754669,15.898767088730368,13.15479824413932,17.33929271282378,17.599086823543363,97.49384993280182,4.0,97.49384993280182,100.0,98.72134854238526,98.24769036935783,1.2857142857142858,9,99.80581347465449,100.0,99.80581347465449,0.7,7,1.1,P32_derived_Jv_proxy,1.4660576031742303,2.070233803101225,0.8649277138228487,1.0250012572190166,1.0027666599557339,0.9462125280793342,83,9,2,81,0.9759036144578314,0.024096385542168676,7.0,1.2857142857142858,1.056788822130185,1.2857142857142858,0.025464790894703253,1.0313240312354817,0.22812414374527146,0.3784892694498654,0.15036512570459393,1,1,1,1,1,1
granite_medium,42,20,20.5,Center,16.593504546842244,19.05535984702837,17.76101131515152,12.45698888110836,17.185523843664438,18.75,100.0,4.0,100.0,100.0,99.73263770511745,99.53211598395555,0.5714285714285714,4,99.33084283939634,100.0,99.33084283939634,0.7,7,1.1,P32_derived_Jv_proxy,1.5036029414476721,2.240280103321118,0.8144351795766924,0.8926088927430118,1.070359264073089,0.9018734876499576,96,4,1,95,0.9895833333333334,0.010416666666666666,7.0,0.5714285714285714,1.2223099629457561,0.5714285714285714,0.012732395447351627,1.2095775674984046,0.34534867647256695,0.4426370459636666,0.09728836949109965,1,1,1,1,1,1
granite_medium,42,30,30.5,Center,15.901294156079395,18.758740716440883,15.738684787342853,13.871514241547716,19.807421632118974,18.75,99.65666607911649,4.0,99.65666607911649,100.0,99.33865723664779,100.0,0.7142857142857143,5,100.0,100.0,100.0,0.5,5,1.1,P32_derived_Jv_proxy,1.5962342856205836,2.0225997013074353,0.8106102889220763,1.1316567898661758,0.9897738280205091,1.0559035881741776,79,5,2,77,0.9746835443037974,0.02531645569620253,7.0,0.7142857142857143,1.0058592403407784,0.7142857142857143,0.025464790894703253,0.9803944494460752,0.33181415247139023,0.43542665885847054,0.1036125063870803,1,1,1,1,1,1
granite_medium,42,40,40.5,Center,16.220864772727207,18.69190658844327,17.73174077057093,16.751962378066768,22.07797318331259,23.28139196526908,100.0,4.0,100.0,100.0,99.73263770511747,99.53211598395555,0.5714285714285714,4,99.49889260002249,100.0,99.49889260002249,0.8,8,1.1,P32_derived_Jv_proxy,1.630406693072223,1.8573493020914944,0.8029491566057084,1.009873484150154,1.0931439857869982,1.1811514828007346,81,4,1,80,0.9876543209876543,0.012345679012345678,7.0,0.5714285714285714,1.0313240312354817,0.5714285714285714,0.012732395447351627,1.0185916357881302,0.15106341993919303,0.4313885501351056,0.28032513019591254,1,1,1,1,1,1
granite_medium,42,50,50.5,Center,16.328319054170283,18.220577561813574,18.635773145381275,16.747083680331578,19.598832030177675,18.75,100.0,4.0,100.0,100.0,99.18216958457558,99.53211598395555,1.0,7,99.53233938012305,100.0,99.53233938012305,1.0,10,1.1,P32_derived_Jv_proxy,1.6158422750057877,2.0988508286698635,0.801914337164499,0.8985959531084314,1.1413160830307063,1.0756427431396371,113,7,2,111,0.9823008849557522,0.017699115044247787,7.0,1.0,1.4387606855507338,1.0,0.025464790894703253,1.4132958946560306,0.2675838633570209,0.4575846304650084,0.19000076710798752,1,1,1,1,1,1
granite_medium,42,60,60.5,Center,16.720063952220798,18.525773522924762,13.775429107866106,12.93961485828967,16.236342152837828,18.75,100.0,4.0,100.0,100.0,99.73263770511745,99.53211598395555,0.5714285714285714,4,100.0,100.0,100.0,0.2,2,1.1,P32_derived_Jv_proxy,1.3591562055425541,2.1542991355046723,0.809268819463607,0.969510772207947,0.8238861494328448,0.8764191213255483,91,4,1,90,0.989010989010989,0.01098901098901099,7.0,0.5714285714285714,1.158647985708998,0.5714285714285714,0.012732395447351627,1.1459155902616465,0.2971308110849692,0.3950287042595285,0.09789789317455933,1,1,1,1,1,1
granite_medium,42,70,70.5,Center,16.823554727303453,19.21409235253225,15.934761300785606,14.22045954753075,20.196508123339406,18.75,99.24407736843182,4.0,99.24407736843182,100.0,99.73263770511745,99.53211598395555,0.5714285714285714,4,100.0,100.0,100.0,0.8,8,1.1,P32_derived_Jv_proxy,1.6101462894742917,2.0221542678211515,0.7891648501805587,1.0533063114087906,0.9471697009981251,1.0511299598639474,93,4,1,92,0.989247311827957,0.010752688172043012,7.0,0.5714285714285714,1.1841127766037014,0.5714285714285714,0.012732395447351627,1.1713803811563497,0.25718349932991724,0.45241620042964337,0.19523270109972612,1,1,1,1,1,1
granite_medium,42,80,80.5,Center,17.27379320742413,19.401784874809458,16.333966393991908,12.218084445117178,18.697020919581778,18.75,97.65080672843295,4.0,97.65080672843295,100.0,99.43249953181018,100.0,0.7142857142857143,5,100.0,100.0,100.0,0.8,8,1.1,P32_derived_Jv_proxy,1.5083156540386697,2.0125993374963005,0.7952730469422277,1.030404587958243,0.9455923315656984,0.9636753030829283,106,5,3,103,0.9716981132075472,0.02830188679245283,7.0,0.7142857142857143,1.3496339174192724,0.7142857142857143,0.03819718634205488,1.3114367310772175,0.12246168570931881,0.43881671190415417,0.31635502619483535,1,1,1,1,1,1
granite_medium,43,10,10.5,Center,16.40811899837793,19.195903885347843,25.77598588014184,20.99460766790626,26.512434897215872,19.70843414509383,99.48123782139201,4.0,99.48123782139201,100.0,99.48230775788285,99.53211598395555,0.8571428571428571,6,100.0,100.0,100.0,0.7,7,1.1,P32_derived_Jv_proxy,1.6480503488510536,1.739105572076357,0.827807401415175,0.9191948836702305,1.5709287507416296,1.3811506379469167,91,6,1,90,0.989010989010989,0.01098901098901099,7.0,0.8571428571428571,1.158647985708998,0.8571428571428571,0.012732395447351627,1.1459155902616465,0.3246292910597991,0.456186033576923,0.1315567425171239,0,0,1,0,1,1
granite_medium,43,20,20.5,Center,14.394844890456678,17.666079365734483,14.500915589729315,13.093987441231793,17.329843970755945,18.75,97.54220950972687,4.0,97.54220950972687,100.0,98.6943468209435,100.0,1.1428571428571428,8,100.0,100.0,100.0,0.4,4,1.1,P32_derived_Jv_proxy,1.4449546828134687,2.038018672738061,0.7890776707083306,1.0851433198448603,1.0073686587163546,0.9809671751146604,92,8,2,90,0.9782608695652174,0.021739130434782608,7.0,1.1428571428571428,1.1713803811563497,1.1428571428571428,0.025464790894703253,1.1459155902616465,0.2700885880867332,0.415210700500774,0.14512211241404083,1,1,1,1,1,1
