case_name,seed,face_x_idx,face_x_coord,borehole_name,Q_face_mean,Qp_face_mean,Q_bh_mean,Q_bh_median,Qp_bh_mean,Qp_bh_median,RQD_bh_mean,Jn_bh_mean,RQD_borehole_direct_mean,RQD_borehole_direct_median,RQD_borehole_hudson_mean,RQD_borehole_hudson_median,lambda_borehole_mean,borehole_n_intersections_sum,RQD_face_scanline,RQD_face_jv,RQD_face_conservative,lambda_face_scanline,face_scanline_n_intersections,Jv_face,Jv_method,Jr_bh_mean,Ja_bh_mean,Jw_bh_mean,SRF_bh_mean,Q_ratio_bh_to_face,Qp_ratio_bh_to_face,face_fracture_count,bh_fracture_count,common_fracture_count,missed_fracture_count,miss_ratio,detection_ratio,bh_window_length,bh_fracture_frequency,face_fracture_density,bh_union_fracture_frequency,common_fracture_density,missed_fracture_density,orientation_bias_bh,face_orientation_bias,orientation_bias_gap_to_face,Q_match_strict,Q_match_normal,Q_match_loose,Qp_match_strict,Qp_match_normal,Qp_match_loose
granite_dense_unfavorable,42,10,10.5,Center,10.713657029929365,12.000577179645731,3.0983285670661798,2.7400245486974417,4.387521536822573,5.2762155475487305,36.68415854431476,4.0,36.68415854431476,45.0309367020747,41.47568105412488,40.60058497098381,19.857142857142858,139,98.79104094425118,49.0,49.0,1.7,17,20.0,P32_derived_Jv_proxy,1.2138588236103591,2.518950515404652,0.8150001345730925,1.1321174642336316,0.289194302039983,0.36560920955237725,1455,139,45,1410,0.9690721649484536,0.030927835051546393,7.0,19.857142857142858,18.525635375896616,19.857142857142858,0.5729577951308232,17.952677580765794,0.045533792383023686,0.044969764759140274,-0.0005640276238834119,0,0,0,0,0,0
granite_dense_unfavorable,42,20,20.5,Center,11.195108580203286,11.843747825031599,4.360036662845867,3.817188755788022,5.66059535293158,4.794662901316849,45.431578769941034,4.0,45.431578769941034,36.1783432990368,49.50786204858734,49.32455149423835,17.428571428571427,122,99.7759378899176,49.0,49.0,1.2,12,20.0,P32_derived_Jv_proxy,1.2089687766582013,2.4223464044788914,0.7644015684490808,0.9881928594745883,0.3894590777400656,0.4779395370921347,1557,122,41,1516,0.9736673089274245,0.026332691072575465,7.0,17.428571428571427,19.824339711526484,17.428571428571427,0.5220282133414167,19.302311498185066,0.04358900849093994,0.04512373256629587,0.001534724075355931,0,0,0,0,0,0
granite_dense_unfavorable,42,30,30.5,Center,10.825265586015526,11.858940228038803,3.8944458159237483,3.688105676323062,5.671445105609883,5.944824776166875,47.39719164276328,4.0,47.39719164276328,48.24747866733343,53.82355933997688,49.32455149423835,16.571428571428573,116,99.21332285448116,49.0,49.0,2.4,24,20.0,P32_derived_Jv_proxy,1.210729631936802,2.524671255136517,0.7768853968134881,1.2377868911251515,0.3597552212441546,0.478242152886524,1583,116,49,1534,0.969046114971573,0.03095388502842704,7.0,16.571428571428573,20.155381993157626,16.571428571428573,0.6238873769202297,19.531494616237396,0.04651218513571431,0.0451413071266098,-0.0013708780091045147,0,0,0,0,0,0
granite_dense_unfavorable,42,40,40.5,Center,10.294861848466118,11.609085070106284,4.517706693552887,3.960969786608287,6.600483952879702,6.10404290420193,54.35850078479586,4.0,54.35850078479586,51.338813096184396,53.32544573439535,62.6823123978229,16.285714285714285,114,96.50458516677156,49.0,49.0,1.9,19,20.0,P32_derived_Jv_proxy,1.1881157043359374,2.4859511216096712,0.7968725190555425,1.236301257673268,0.43883121114694723,0.568561942049691,1495,114,45,1450,0.9698996655518395,0.030100334448160536,7.0,16.285714285714285,19.034931193790683,16.285714285714285,0.5729577951308232,18.461973398659858,0.0449555533424596,0.043699945891420455,-0.0012556074510391424,0,0,0,0,0,1
granite_dense_unfavorable,42,50,50.5,Center,9.73793457639506,11.508263038540603,5.903458329002276,5.364533412145896,7.101875187375308,6.769508440602106,58.80911959976738,4.0,58.80911959976738,56.94557694047231,62.74830756507425,62.6823123978229,13.142857142857142,92,96.26004049582694,49.0,49.0,2.4,24,20.0,P32_derived_Jv_proxy,1.21420301756785,2.52084945847766,0.8105161769901513,0.9941293983840317,0.6062331064856783,0.6171109544152301,1517,92,28,1489,0.981542518127884,0.01845748187211602,7.0,13.142857142857142,19.315043893632417,13.142857142857142,0.35650707252584557,18.958536821106573,0.03760575527251819,0.0431214784106132,0.005515723138095008,0,0,1,0,0,1
granite_dense_unfavorable,42,60,60.5,Center,9.327101269956186,11.658876587445233,7.1470099471233395,7.361431491912742,5.893454022589033,6.717473344677351,51.013756910896916,4.0,51.013756910896916,56.544475952012505,43.954067269726615,46.28368870204423,19.0,57,97.72883707179494,49.0,49.0,2.0,20,20.0,P32_derived_Jv_proxy,1.1725375510889722,2.457029841264895,0.7656895598254247,0.6874169441246285,0.7662627155282203,0.5054907287495737,1204,57,13,1191,0.989202657807309,0.01079734219269103,3.0,19.0,15.329804118611358,19.0,0.16552114081557115,15.164282977795787,0.03667719622284604,0.04436252809922048,0.007685331876374435,0,1,1,0,0,1
granite_dense_unfavorable,42,70,70.5,Center,7.74472485984451,9.680906074805636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,49.0,49.0,0.0,0,20.0,P32_derived_Jv_proxy,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1.0,0.0,-7.0,0.0,0.012732395447351627,0.0,0.0,0.012732395447351627,0.0,0.021675399242112148,0.021675399242112148,0,0,0,0,0,0
granite_dense_unfavorable,42,80,80.5,Center,9.6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,49.0,49.0,0.0,0,20.0,P32_derived_Jv_proxy,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
granite_dense_unfavorable,43,10,10.5,Center,10.33814066891119,11.74482735711551,5.058799794673051,4.145280011120322,5.862910382380673,5.116603683530548,45.49481992570457,4.0,45.49481992570457,43.71182394251929,48.63711278356374,46.28368870204423,17.571428571428573,123,97.96622830094297,49.0,49.0,2.4,24,20.0,P32_derived_Jv_proxy,1.2222440481691237,2.436039198737831,0.7595460118482924,0.9278134162271445,0.4893336197180844,0.4991908526291513,1542,123,33,1509,0.9785992217898832,0.021400778210116732,7.0,17.571428571428573,19.633353779816208,17.571428571428573,0.42016904976260366,19.213184730053605,0.036238026338603846,0.04280115771280402,0.006563131374200171,0,0,0,0,0,0
granite_dense_unfavorable,43,20,20.5,Center,10.455762763550801,11.887832037484033,4.4232812979291944,4.690311071789133,5.083889128674731,4.9347712699491435,41.705023813226155,4.0,41.705023813226155,35.31620372080111,45.88236773434932,49.32455149423835,18.428571428571427,129,98.46531846509137,49.0,49.0,2.1,21,20.0,P32_derived_Jv_proxy,1.2095780257287585,2.4874029574185212,0.7675669163349912,0.8959169352762667,0.4230472130975395,0.4276548585683666,1497,129,51,1446,0.9659318637274549,0.03406813627254509,7.0,18.428571428571427,19.060395984685385,18.428571428571427,0.649352167814933,18.411043816870453,0.04392181020044705,0.04348496566082927,-0.0004368445396177867,0,0,0,0,0,0
