case_name,seed,face_x_idx,face_x_coord,borehole_name,Q_face_mean,Qp_face_mean,Q_bh_mean,Q_bh_median,Qp_bh_mean,Qp_bh_median,RQD_bh_mean,Jn_bh_mean,RQD_borehole_direct_mean,RQD_borehole_direct_median,RQD_borehole_hudson_mean,RQD_borehole_hudson_median,lambda_borehole_mean,borehole_n_intersections_sum,RQD_face_scanline,RQD_face_jv,RQD_face_conservative,lambda_face_scanline,face_scanline_n_intersections,Jv_face,Jv_method,Jr_bh_mean,Ja_bh_mean,Jw_bh_mean,SRF_bh_mean,Q_ratio_bh_to_face,Qp_ratio_bh_to_face,face_fracture_count,bh_fracture_count,common_fracture_count,missed_fracture_count,miss_ratio,detection_ratio,bh_window_length,bh_fracture_frequency,face_fracture_density,bh_union_fracture_frequency,common_fracture_density,missed_fracture_density,orientation_bias_bh,face_orientation_bias,orientation_bias_gap_to_face,Q_match_strict,Q_match_normal,Q_match_loose,Qp_match_strict,Qp_match_normal,Qp_match_loose,case_path,case_name_meta,quality_regime,density_regime,orientation_regime,anisotropy_regime
granite_dense_unfavorable,42,10,10.5,Center,10.820213565072804,12.119933242697984,8.948452313410547,8.359654677772001,10.951830997184706,10.331905604193695,90.69909633691258,4.0,90.69909633691258,88.42161517889818,92.06984544749696,96.30636868862332,4.285714285714286,30,99.8780365138459,98.5,98.5,0.4,4,5.0,P32_derived_Jv_proxy,1.170344750215794,2.4260676670651824,0.8150001345730925,1.1321174642336316,0.8270125408888209,0.9036213960817783,401,30,11,390,0.972568578553616,0.02743142144638404,7.0,4.285714285714286,5.105690574388002,4.285714285714286,0.1400563499208679,4.965634224467134,0.038040598649330404,0.04356734998105327,0.005526751331722868,1,1,1,1,1,1,cases/granite_rqd_p32_rot_05.yaml,granite_dense_unfavorable,medium_to_poor,dense,unfavorable,high
granite_dense_unfavorable,42,20,20.5,Center,10.794511806348078,11.419940665407237,8.537325338023615,7.95702412187663,10.684159920055894,10.192986327356584,93.19319077678824,4.0,93.19319077678824,97.96907238509478,93.27850316005899,90.97959895689502,3.857142857142857,27,98.8881884485199,98.5,98.5,0.7,7,5.0,P32_derived_Jv_proxy,1.1576177205087907,2.5730407106385327,0.7644015684490808,0.9881928594745883,0.790894992861368,0.935570528174447,384,27,8,376,0.9791666666666666,0.020833333333333332,7.0,3.857142857142857,4.8892398517830244,3.857142857142857,0.10185916357881301,4.787380688204212,0.03944695886244798,0.04502895141913721,0.00558199255668923,0,1,1,1,1,1,cases/granite_rqd_p32_rot_05.yaml,granite_dense_unfavorable,medium_to_poor,dense,unfavorable,high
granite_dense_unfavorable,42,30,30.5,Center,10.859386432394508,11.896319179577985,6.996815651646256,6.749993891275083,10.682502253996413,9.26506663991522,92.56600876092837,4.0,92.56600876092837,100.0,94.44078417525061,96.30636868862332,3.5714285714285716,25,99.00485704179012,98.5,98.5,0.6,6,5.0,P32_derived_Jv_proxy,1.193289238000187,2.612438610097217,0.7768853968134881,1.2377868911251515,0.6443104032815461,0.8979670175910133,373,25,9,364,0.9758713136729222,0.024128686327077747,7.0,3.5714285714285716,4.749183501862157,3.5714285714285716,0.11459155902616464,4.634591942835992,0.04201311780402006,0.0395051840736077,-0.0025079337304123595,0,0,1,1,1,1,cases/granite_rqd_p32_rot_05.yaml,granite_dense_unfavorable,medium_to_poor,dense,unfavorable,high
granite_dense_unfavorable,42,40,40.5,Center,10.656533640477898,12.016927221144773,6.7171624068283995,6.608451296930893,9.760785707250525,9.134138846627625,90.89944686900614,4.0,90.89944686900614,92.06514871786062,93.68597499032126,93.8448064449895,4.0,28,100.0,98.5,98.5,0.4,4,5.0,P32_derived_Jv_proxy,1.127174937718144,2.634253846105991,0.7968725190555425,1.236301257673268,0.630332773624798,0.8122530433633333,381,28,8,373,0.979002624671916,0.02099737532808399,7.0,4.0,4.8510426654409695,4.0,0.10185916357881301,4.749183501862157,0.04178210212444455,0.04550827172446292,0.0037261696000183697,0,0,1,1,1,1,cases/granite_rqd_p32_rot_05.yaml,granite_dense_unfavorable,medium_to_poor,dense,unfavorable,high
granite_dense_unfavorable,42,50,50.5,Center,10.005920479858323,11.824968007492844,9.442895413557993,10.482308902377067,10.935456499349254,11.296499806030047,91.55459597836284,4.0,91.55459597836284,91.18036342269984,91.07605401246295,87.80986177504423,4.714285714285714,33,99.57018012544388,98.5,98.5,0.4,4,5.0,P32_derived_Jv_proxy,1.1346361764798494,2.3957414377769575,0.8105161769901513,0.9941293983840317,0.9437308074320913,0.9247768359643802,380,33,8,372,0.9789473684210527,0.021052631578947368,7.0,4.714285714285714,4.8383102699936185,4.714285714285714,0.10185916357881301,4.736451106414806,0.04743973314018923,0.04713783922301984,-0.0003018939171693935,1,1,1,1,1,1,cases/granite_rqd_p32_rot_05.yaml,granite_dense_unfavorable,medium_to_poor,dense,unfavorable,high
granite_dense_unfavorable,42,60,60.5,Center,9.733072243107195,12.166340303883993,16.752205281327946,17.974388182068544,15.654158935314852,12.676224843121112,91.21312164730209,4.0,91.21312164730209,93.20536703387164,91.64373886179673,90.97959895689502,4.333333333333333,13,100.0,98.5,98.5,0.6,6,5.0,P32_derived_Jv_proxy,1.3822681778998884,2.1858465800370994,0.7656895598254247,0.6874169441246285,1.7211631500209594,1.2866777144411623,277,13,6,271,0.9783393501805054,0.021660649819494584,3.0,4.333333333333333,3.5268735389164005,4.333333333333333,0.07639437268410976,3.4504791662322907,0.036970373618494645,0.042944432685996015,0.005974059067501369,0,0,1,0,1,1,cases/granite_rqd_p32_rot_05.yaml,granite_dense_unfavorable,medium_to_poor,dense,unfavorable,high
granite_dense_unfavorable,42,70,70.5,Center,9.6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,98.5,98.5,0.0,0,5.0,P32_derived_Jv_proxy,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,cases/granite_rqd_p32_rot_05.yaml,granite_dense_unfavorable,medium_to_poor,dense,unfavorable,high
granite_dense_unfavorable,42,80,80.5,Center,9.6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,98.5,98.5,0.0,0,5.0,P32_derived_Jv_proxy,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,cases/granite_rqd_p32_rot_05.yaml,granite_dense_unfavorable,medium_to_poor,dense,unfavorable,high
granite_dense_unfavorable,43,10,10.5,Center,10.442069489889775,11.86289753036172,9.406456827035894,8.776456600864277,10.683022832600198,11.378966188403838,90.29401167023173,4.0,90.29401167023173,96.15307947398017,89.59362280133006,90.97959895689502,5.285714285714286,37,100.0,98.5,98.5,0.6,6,5.0,P32_derived_Jv_proxy,1.2093752609219266,2.560423147278262,0.7595460118482924,0.9278134162271445,0.9008230443345946,0.9005407663058904,427,37,14,413,0.9672131147540983,0.03278688524590164,7.0,5.285714285714286,5.436732856019145,5.285714285714286,0.17825353626292278,5.258479319756222,0.03871581407810276,0.04718165626291204,0.00846584218480928,1,1,1,1,1,1,cases/granite_rqd_p32_rot_05.yaml,granite_dense_unfavorable,medium_to_poor,dense,unfavorable,high
granite_dense_unfavorable,43,20,20.5,Center,10.58606774971848,12.035984192830183,9.708545922482623,9.058857081003218,10.979542108008134,11.105138636528853,94.95144934301513,4.0,94.95144934301513,100.0,94.19097616610553,93.8448064449895,3.5714285714285716,25,99.92508480555342,98.5,98.5,0.1,1,5.0,P32_derived_Jv_proxy,1.184289015602051,2.53842921706025,0.7675669163349912,0.8959169352762667,0.9171059690923296,0.9122263648824522,402,25,11,391,0.972636815920398,0.02736318407960199,7.0,3.5714285714285716,5.118422969835354,3.5714285714285716,0.1400563499208679,4.978366619914486,0.05296770101455439,0.04193560686020947,-0.011032094154344918,1,1,1,1,1,1,cases/granite_rqd_p32_rot_05.yaml,granite_dense_unfavorable,medium_to_poor,dense,unfavorable,high
